y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.9147933,0.08520666
0,2,0,31.0,0,0,10.5,0,0.8693989,0.13060115
0,3,0,20.0,0,0,7.925,0,0.8629251,0.13707489
1,2,1,6.0,0,1,33.0,0,0.07603055,0.92396945
1,3,1,14.0,1,0,11.2417,1,0.3267374,0.67326266
1,1,1,26.0,0,0,78.85,0,0.039617833,0.96038216
1,3,1,28.0,0,0,7.75,2,0.27076587,0.72923416
0,3,0,16.0,2,0,18.0,0,0.8594919,0.14050816
1,3,1,16.0,0,0,7.75,2,0.26074517,0.7392548
1,1,1,19.0,0,2,26.2833,0,0.017940568,0.9820594
0,1,0,37.0,1,0,53.1,0,0.5660066,0.43399343
0,3,0,44.0,0,0,8.05,0,0.9453264,0.054673634
0,3,1,28.0,3,1,25.4667,0,0.61110467,0.3888953
0,3,0,30.0,0,0,7.225,1,0.8841447,0.1158553
0,2,0,36.0,0,0,13.0,0,0.8826309,0.11736913
1,1,1,16.0,0,1,39.4,0,0.019947223,0.98005277
1,1,0,42.0,1,0,52.5542,0,0.59320754,0.40679243
1,3,1,28.0,0,0,7.8292,2,0.27050504,0.7294949
0,2,0,27.0,0,0,13.0,0,0.8420547,0.15794532
0,1,0,47.0,0,0,52.0,0,0.61545146,0.38454857
0,3,0,24.0,0,0,7.8958,0,0.86854005,0.13145998
1,1,0,34.0,0,0,26.55,0,0.6303064,0.36969364
1,3,1,19.0,1,0,7.8542,0,0.4692639,0.530736
0,3,0,20.0,0,0,9.225,0,0.86047375,0.13952625
0,3,0,28.0,0,0,14.5,0,0.85763234,0.14236774
0,3,0,10.0,3,2,27.9,0,0.84934884,0.15065122
0,1,0,40.0,0,0,27.7208,1,0.57855344,0.42144662
1,2,0,31.0,0,0,13.0,0,0.8610041,0.13899592
0,3,0,4.0,3,2,27.9,0,0.7370639,0.2629361
0,3,1,31.0,0,0,7.8542,0,0.4177083,0.58229166
0,3,0,19.0,0,0,7.8958,0,0.8570532,0.14294678
1,3,1,22.0,0,0,7.75,0,0.51194143,0.4880586
0,1,0,28.0,0,0,30.6958,1,0.5564189,0.44358113
0,3,1,28.0,0,0,7.55,0,0.45487258,0.5451274
1,3,0,18.0,0,0,8.05,0,0.84712607,0.15287395
0,3,0,27.0,1,0,14.4542,1,0.87655073,0.123449296
1,1,0,28.0,0,0,35.5,0,0.6474469,0.35255316
1,3,1,28.0,0,0,7.75,2,0.27076587,0.72923416
1,1,1,30.0,0,0,31.0,1,0.023172362,0.9768276
0,3,0,28.0,0,0,7.8958,0,0.8814938,0.118506156
0,2,0,21.0,2,0,73.5,0,0.7745731,0.22542696
0,3,0,29.0,1,0,7.0458,0,0.917634,0.08236596
0,3,0,28.0,0,0,8.05,0,0.8809613,0.11903867
0,3,0,28.0,0,0,7.75,2,0.84967303,0.15032697
0,3,1,45.0,0,1,14.4542,1,0.37672842,0.62327164
0,3,0,16.0,1,3,34.375,0,0.69587505,0.30412492
0,3,0,19.0,0,0,8.1583,0,0.8568224,0.14317763
0,3,0,23.0,0,0,9.225,0,0.8647268,0.13527322
0,3,0,24.0,0,0,7.05,0,0.8700607,0.1299394
0,1,0,58.0,0,2,113.275,1,0.7768381,0.2231619
1,3,1,5.0,2,1,19.2583,1,0.26802596,0.73197407
1,1,1,52.0,1,1,93.5,0,0.04012015,0.9598799
0,3,0,40.0,1,4,27.9,0,0.981536,0.018464029
1,1,0,11.0,1,2,120.0,0,0.4653873,0.53461266
0,3,0,65.0,0,0,7.75,2,0.9501819,0.049818072
1,1,1,18.0,0,2,79.65,0,0.03657981,0.9634203
0,2,0,32.0,0,0,10.5,0,0.87373996,0.12625998
1,1,1,50.0,0,1,247.5208,1,0.013488006,0.98651195
1,2,1,35.0,0,0,21.0,0,0.12918778,0.8708122
1,3,1,19.0,0,0,7.8792,2,0.27459767,0.72540236
0,3,0,21.0,0,0,7.775,0,0.86461204,0.13538799
1,2,1,13.0,0,1,19.5,0,0.09669387,0.90330607
1,2,1,28.0,1,0,26.0,0,0.11926288,0.8807371
0,1,0,28.0,0,0,25.925,0,0.6453535,0.3546465
0,3,0,28.0,0,0,7.75,2,0.84967303,0.15032697
0,2,1,57.0,0,0,10.5,0,0.10967085,0.8903291
0,2,0,21.0,0,0,73.5,0,0.6659017,0.3340982
0,3,0,29.0,0,0,7.875,0,0.8891299,0.110870115
0,3,0,17.0,1,1,7.2292,1,0.7682487,0.23175132
1,1,1,52.0,1,0,78.2667,1,0.011410472,0.9885895
0,2,1,26.0,1,1,26.0,0,0.1168997,0.88310033
1,1,1,18.0,2,2,262.375,1,0.083798416,0.9162016
1,1,0,26.0,0,0,30.0,1,0.5508626,0.4491374
1,1,1,39.0,1,1,83.1583,1,0.03449391,0.965506
0,3,0,23.0,0,0,7.8542,0,0.86724395,0.132756
0,3,0,36.0,1,0,15.55,0,0.92459506,0.075404935
0,3,1,30.5,0,0,7.75,2,0.26953423,0.7304658
1,1,1,22.0,0,2,49.5,1,0.01773694,0.982263
0,2,1,38.0,0,0,13.0,0,0.14524469,0.85475534
0,3,1,41.0,0,2,20.2125,0,0.5986976,0.4013025
0,3,0,16.0,4,1,39.6875,0,0.9625994,0.0374006
1,2,1,29.0,0,0,10.5,0,0.19798978,0.8020102
1,1,1,40.0,1,1,134.5,1,0.027563954,0.9724361
0,3,0,28.0,0,0,7.7375,2,0.8497204,0.15027955
0,1,0,56.0,0,0,30.6958,1,0.5838967,0.41610333
0,1,0,71.0,0,0,49.5042,1,0.5671617,0.43283838
1,1,1,31.0,1,0,113.275,1,0.020252911,0.97974706
1,1,1,30.0,0,0,56.9292,1,0.023152417,0.9768475
0,1,0,38.0,0,0,0.0,0,0.7407207,0.25927928
0,3,0,28.0,0,0,7.25,0,0.8837018,0.11629824
1,3,0,9.0,0,2,20.525,0,0.33674073,0.66325927
0,3,1,9.0,4,2,31.275,0,0.7247396,0.27526042
0,1,0,61.0,0,0,32.3208,0,0.6617564,0.3382436
0,3,0,28.0,0,0,7.7292,2,0.8497519,0.15024807
0,3,0,28.0,0,0,7.8958,0,0.8814938,0.118506156
0,3,0,28.0,0,0,7.8542,0,0.88163716,0.11836285
1,1,0,48.0,1,0,52.0,0,0.636088,0.36391196
1,3,0,45.0,0,0,8.05,0,0.94794446,0.05205555
1,2,1,36.0,0,0,13.0,0,0.15488745,0.8451125
0,3,0,27.0,0,0,7.8958,0,0.8759319,0.124068074
0,1,0,64.0,0,0,26.0,0,0.6848742,0.31512582
0,3,0,35.0,0,0,7.125,0,0.9183036,0.08169634
1,1,1,19.0,1,0,91.0792,1,0.032898918,0.9671011
0,3,0,38.0,0,0,7.05,0,0.9294281,0.07057193
0,3,0,30.5,0,0,8.05,0,0.895765,0.104235046
0,3,0,25.0,1,0,7.775,0,0.8904992,0.109500825
1,2,1,40.0,1,1,39.0,0,0.14761654,0.85238343
0,1,0,47.0,0,0,38.5,0,0.62091374,0.37908623
1,3,0,30.0,0,0,9.5,0,0.88804865,0.11195138
1,1,0,40.0,0,0,31.0,1,0.5834077,0.41659227
1,1,1,28.0,1,0,52.0,0,0.034932777,0.96506727
0,3,0,20.5,0,0,7.25,0,0.864884,0.13511594
1,1,1,28.0,1,0,89.1042,1,0.025854807,0.97414523
1,1,0,36.0,0,0,26.2875,0,0.6269581,0.37304193
0,1,0,28.0,0,0,221.7792,0,0.45363176,0.54636824
0,3,0,20.0,0,0,9.8458,0,0.85929024,0.1407098
0,1,0,71.0,0,0,34.6542,1,0.6061216,0.39387837
0,2,0,36.0,0,0,12.875,1,0.8658328,0.1341672
1,2,1,22.0,1,1,29.0,0,0.11182211,0.8881779
0,3,1,48.0,1,3,34.375,0,0.80010337,0.19989659
0,2,0,23.0,2,1,11.5,0,0.83167833,0.1683217
1,1,1,32.0,0,0,76.2917,1,0.02114205,0.97885793
1,1,1,63.0,1,0,77.9583,0,0.015725866,0.9842741
1,2,0,0.83,0,2,29.0,0,0.13536903,0.86463094
0,3,0,25.0,0,0,7.25,0,0.87171334,0.12828672
1,1,0,35.0,0,0,26.55,1,0.5785463,0.42145362
1,1,1,49.0,0,0,25.9292,0,0.030955061,0.9690449
0,1,0,24.0,0,0,79.2,1,0.6005171,0.3994829
0,3,1,28.0,1,0,14.4583,1,0.27250504,0.72749496
0,3,0,21.0,0,0,8.05,0,0.8641018,0.13589817
1,3,1,28.0,0,0,7.8792,2,0.2703405,0.7296595
1,3,0,28.0,1,1,15.2458,1,0.9147933,0.08520666
0,2,0,28.0,0,0,0.0,0,0.8799747,0.1200253
1,3,1,5.0,0,0,12.475,0,0.37970966,0.62029034
1,1,0,49.0,1,0,56.9292,1,0.54930687,0.45069316
1,3,1,15.0,1,0,14.4542,1,0.3203803,0.6796197
1,1,1,28.0,0,0,110.8833,1,0.02359923,0.9764008
0,3,0,29.0,0,0,7.775,0,0.8894548,0.11054529
0,3,0,42.0,0,0,7.55,0,0.9408039,0.05919614
0,3,1,18.0,1,0,17.8,0,0.42426124,0.5757387
0,3,0,21.0,0,0,8.4333,0,0.8633881,0.13661195
0,2,1,44.0,1,0,26.0,0,0.07887092,0.92112905
0,2,0,28.0,0,0,13.0,0,0.8451113,0.15488866
0,2,0,37.0,1,0,26.0,0,0.8785911,0.12140888
0,3,1,39.0,0,5,29.125,2,0.6841885,0.31581146
1,2,1,34.0,1,1,32.5,0,0.13815533,0.86184466
0,2,0,30.0,0,0,13.0,0,0.8562971,0.14370292
0,2,0,66.0,0,0,10.5,0,0.90627396,0.093725964
1,1,1,28.0,1,0,146.5208,1,0.021505898,0.97849405
0,3,0,43.0,0,0,8.05,0,0.9425846,0.057415422
0,3,0,28.0,0,0,8.7125,1,0.86259025,0.1374098
0,3,0,24.0,0,0,7.4958,0,0.869261,0.13073899
0,3,0,18.0,0,0,7.7958,0,0.84765214,0.1523479
1,3,1,28.0,1,0,24.15,2,0.16837037,0.83162963
0,3,0,28.0,0,0,8.05,0,0.8809613,0.11903867
0,3,0,28.0,0,0,7.05,0,0.88437825,0.11562177
1,3,0,28.0,0,0,56.4958,0,0.6605871,0.33941296
1,3,1,28.0,0,0,7.7875,2,0.27064237,0.7293576
1,2,1,36.0,1,0,26.0,0,0.08239468,0.9176053
0,3,1,32.0,1,1,15.5,2,0.33078194,0.6692181
0,3,0,23.5,0,0,7.2292,1,0.8579683,0.14203177
1,1,0,28.0,0,0,26.55,0,0.64590394,0.35409606
0,2,0,39.0,0,0,13.0,0,0.8881445,0.11185556
1,1,1,28.0,1,0,82.1708,1,0.026434725,0.9735652
0,3,0,28.0,0,0,8.4583,2,0.8469649,0.15303512
0,1,0,65.0,0,1,61.9792,1,0.7586685,0.2413315
0,2,0,23.0,0,0,10.5,0,0.8185747,0.18142527
1,1,1,28.0,1,0,51.8625,0,0.034916814,0.9650832
0,3,0,22.0,0,0,7.8958,0,0.8657843,0.13421579
0,3,0,35.0,0,0,7.05,0,0.9185217,0.08147826
1,1,0,23.0,0,1,63.3583,1,0.5461094,0.4538906
1,2,1,18.0,0,2,13.0,0,0.09418208,0.905818
1,1,0,36.0,0,0,26.3875,0,0.6266414,0.3733586
0,3,1,9.0,1,1,15.2458,1,0.26450562,0.73549443
0,3,0,17.0,0,0,7.125,0,0.83692634,0.16307372
0,3,0,28.0,0,0,7.225,1,0.86774725,0.13225278
1,3,1,38.0,1,5,31.3875,0,0.84584653,0.15415342
1,2,1,17.0,0,0,10.5,0,0.1605427,0.83945733
1,3,1,4.0,1,1,16.7,0,0.31574276,0.68425727
0,1,0,45.5,0,0,28.5,0,0.62657875,0.37342125
0,2,0,23.0,0,0,13.0,0,0.81589633,0.1841037
0,3,0,32.0,0,0,7.925,0,0.9031713,0.09682872
0,3,0,26.0,1,0,7.8542,0,0.8955067,0.10449329
0,3,1,6.0,4,2,31.275,0,0.6891834,0.31081662
0,1,0,24.0,0,1,247.5208,1,0.4534267,0.5465733
0,1,0,45.0,0,0,26.55,0,0.6280049,0.3719951
0,2,0,29.0,1,0,27.7208,1,0.82175046,0.17824957
0,3,0,28.0,0,0,7.8958,0,0.8814938,0.118506156
1,1,0,28.0,0,0,35.5,0,0.6474469,0.35255316
1,2,1,42.0,0,0,13.0,0,0.12745576,0.8725442
0,3,0,36.0,1,1,24.15,0,0.9442647,0.055735294
0,2,0,33.0,0,0,12.275,0,0.8723731,0.1276269
0,3,0,17.0,1,0,7.0542,0,0.849155,0.15084493
1,3,0,29.0,0,0,9.5,0,0.8832302,0.11676974
1,2,1,50.0,0,1,26.0,0,0.14889187,0.85110813
1,1,1,35.0,1,0,90.0,0,0.025796238,0.9742037
1,1,1,38.0,0,0,227.525,1,0.010121411,0.98987854
0,2,0,34.0,0,0,13.0,0,0.8743534,0.12564656
1,1,1,17.0,1,0,57.0,0,0.031412084,0.96858793
0,3,1,11.0,4,2,31.275,0,0.7469897,0.25301024
0,3,0,61.0,0,0,6.2375,0,0.97163624,0.028363792
0,3,1,30.0,0,0,8.6625,0,0.4216777,0.5783223
1,2,1,7.0,0,2,26.25,0,0.06529092,0.9347091
1,3,1,63.0,0,0,9.5875,0,0.31733674,0.6826632
1,3,0,20.0,0,0,7.2292,1,0.8408427,0.15915723
1,3,1,28.0,0,2,22.3583,1,0.3636637,0.6363363
0,3,0,29.0,0,0,9.4833,0,0.8832971,0.11670291
1,1,0,36.0,1,2,120.0,0,0.84484047,0.15515953
0,3,0,28.0,0,0,14.4583,1,0.8427224,0.15727761
0,3,0,50.0,0,0,8.05,0,0.95934635,0.04065364
0,1,0,27.0,0,2,211.5,1,0.59745246,0.40254748
0,3,0,30.0,0,0,7.25,0,0.8964408,0.10355916
1,1,1,33.0,1,0,90.0,2,0.015737966,0.984262
0,3,0,28.0,0,0,7.725,2,0.8497679,0.15023214
0,3,1,28.0,3,1,25.4667,0,0.61110467,0.3888953
0,3,0,2.0,3,1,21.075,0,0.7067443,0.29325578
1,2,1,25.0,1,1,30.0,0,0.11949638,0.8805036
0,1,0,51.0,0,1,61.3792,1,0.7046949,0.29530504
1,2,1,25.0,0,1,26.0,0,0.12814134,0.87185866
0,3,0,28.0,0,0,7.25,0,0.8837018,0.11629824
0,3,0,28.0,0,0,7.8958,0,0.8814938,0.118506156
0,2,1,24.0,0,0,13.0,0,0.18060334,0.8193967
0,3,0,18.0,1,1,20.2125,0,0.8026106,0.19738942
