y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.9033696,0.09663034
0,2,0,31.0,0,0,10.5,0,0.7748694,0.2251306
0,3,0,20.0,0,0,7.925,0,0.86528075,0.13471925
1,2,1,6.0,0,1,33.0,0,0.09136164,0.9086384
1,3,1,14.0,1,0,11.2417,1,0.2654469,0.7345531
1,1,1,26.0,0,0,78.85,0,0.054448463,0.9455515
1,3,1,28.0,0,0,7.75,2,0.2518058,0.74819416
0,3,0,16.0,2,0,18.0,0,0.9074219,0.09257813
1,3,1,16.0,0,0,7.75,2,0.18193829,0.81806165
1,1,1,19.0,0,2,26.2833,0,0.061540224,0.9384597
0,1,0,37.0,1,0,53.1,0,0.64557046,0.3544295
0,3,0,44.0,0,0,8.05,0,0.9363126,0.06368738
0,3,1,28.0,3,1,25.4667,0,0.5929451,0.40705487
0,3,0,30.0,0,0,7.225,1,0.87421256,0.12578739
0,2,0,36.0,0,0,13.0,0,0.8021882,0.19781177
1,1,1,16.0,0,1,39.4,0,0.04886265,0.9511373
1,1,0,42.0,1,0,52.5542,0,0.68440986,0.31559017
1,3,1,28.0,0,0,7.8292,2,0.25175452,0.7482454
0,2,0,27.0,0,0,13.0,0,0.74825513,0.2517449
0,1,0,47.0,0,0,52.0,0,0.6572164,0.3427836
0,3,0,24.0,0,0,7.8958,0,0.8805922,0.119407795
1,1,0,34.0,0,0,26.55,0,0.57191014,0.42808986
1,3,1,19.0,1,0,7.8542,0,0.3624312,0.6375688
0,3,0,20.0,0,0,9.225,0,0.8647588,0.13524123
0,3,0,28.0,0,0,14.5,0,0.8922014,0.10779863
0,3,0,10.0,3,2,27.9,0,0.9262138,0.07378619
0,1,0,40.0,0,0,27.7208,1,0.555766,0.44423407
1,2,0,31.0,0,0,13.0,0,0.77336603,0.22663392
0,3,0,4.0,3,2,27.9,0,0.9107479,0.08925217
0,3,1,31.0,0,0,7.8542,0,0.3897706,0.6102294
0,3,0,19.0,0,0,7.8958,0,0.8612175,0.13878247
1,3,1,22.0,0,0,7.75,0,0.31894642,0.6810535
0,1,0,28.0,0,0,30.6958,1,0.45004195,0.5499581
0,3,1,28.0,0,0,7.55,0,0.36567953,0.6343205
1,3,0,18.0,0,0,8.05,0,0.85697466,0.1430253
0,3,0,27.0,1,0,14.4542,1,0.8916801,0.10831994
1,1,0,28.0,0,0,35.5,0,0.5129313,0.4870687
1,3,1,28.0,0,0,7.75,2,0.2518058,0.74819416
1,1,1,30.0,0,0,31.0,1,0.056219578,0.9437804
0,3,0,28.0,0,0,7.8958,0,0.8943663,0.105633624
0,2,0,21.0,2,0,73.5,0,0.7806683,0.21933168
0,3,0,29.0,1,0,7.0458,0,0.92210513,0.07789487
0,3,0,28.0,0,0,8.05,0,0.89431626,0.10568373
0,3,0,28.0,0,0,7.75,2,0.83189553,0.16810454
0,3,1,45.0,0,1,14.4542,1,0.45983618,0.5401638
0,3,0,16.0,1,3,34.375,0,0.90156984,0.09843018
0,3,0,19.0,0,0,8.1583,0,0.8611096,0.1388904
0,3,0,23.0,0,0,9.225,0,0.87642,0.123579964
0,3,0,24.0,0,0,7.05,0,0.88089776,0.119102284
0,1,0,58.0,0,2,113.275,1,0.6774365,0.32256347
1,3,1,5.0,2,1,19.2583,1,0.27628195,0.723718
1,1,1,52.0,1,1,93.5,0,0.16600876,0.8339912
0,3,0,40.0,1,4,27.9,0,0.95934033,0.040659625
1,1,0,11.0,1,2,120.0,0,0.4164951,0.5835049
0,3,0,65.0,0,0,7.75,2,0.9466694,0.05333055
1,1,1,18.0,0,2,79.65,0,0.050087452,0.9499125
0,2,0,32.0,0,0,10.5,0,0.7808345,0.2191655
1,1,1,50.0,0,1,247.5208,1,0.058448683,0.94155127
1,2,1,35.0,0,0,21.0,0,0.20584874,0.79415125
1,3,1,19.0,0,0,7.8792,2,0.19779265,0.8022073
0,3,0,21.0,0,0,7.775,0,0.8693131,0.13068688
1,2,1,13.0,0,1,19.5,0,0.11825705,0.88174295
1,2,1,28.0,1,0,26.0,0,0.21227488,0.78772515
0,1,0,28.0,0,0,25.925,0,0.5211536,0.47884634
0,3,0,28.0,0,0,7.75,2,0.83189553,0.16810454
0,2,1,57.0,0,0,10.5,0,0.36481285,0.63518715
0,2,0,21.0,0,0,73.5,0,0.66242844,0.33757156
0,3,0,29.0,0,0,7.875,0,0.89759034,0.10240966
0,3,0,17.0,1,1,7.2292,1,0.8679627,0.13203727
1,1,1,52.0,1,0,78.2667,1,0.12719665,0.87280333
0,2,1,26.0,1,1,26.0,0,0.21671899,0.783281
1,1,1,18.0,2,2,262.375,1,0.03753149,0.9624685
1,1,0,26.0,0,0,30.0,1,0.43360627,0.5663938
1,1,1,39.0,1,1,83.1583,1,0.09144109,0.9085589
0,3,0,23.0,0,0,7.8542,0,0.8769297,0.12307028
0,3,0,36.0,1,0,15.55,0,0.9360584,0.06394158
0,3,1,30.5,0,0,7.75,2,0.26841116,0.7315889
1,1,1,22.0,0,2,49.5,1,0.048819005,0.951181
0,2,1,38.0,0,0,13.0,0,0.22810309,0.7718969
0,3,1,41.0,0,2,20.2125,0,0.5113198,0.48868012
0,3,0,16.0,4,1,39.6875,0,0.9477882,0.052211784
1,2,1,29.0,0,0,10.5,0,0.1792914,0.82070863
1,1,1,40.0,1,1,134.5,1,0.08030524,0.9196948
0,3,0,28.0,0,0,7.7375,2,0.83190155,0.1680985
0,1,0,56.0,0,0,30.6958,1,0.6826808,0.3173192
0,1,0,71.0,0,0,49.5042,1,0.771935,0.22806509
1,1,1,31.0,1,0,113.275,1,0.058892984,0.941107
1,1,1,30.0,0,0,56.9292,1,0.0516713,0.9483287
0,1,0,38.0,0,0,0.0,0,0.626924,0.37307605
0,3,0,28.0,0,0,7.25,0,0.8945761,0.10542396
1,3,0,9.0,0,2,20.525,0,0.8358445,0.1641555
0,3,1,9.0,4,2,31.275,0,0.5233317,0.47666833
0,1,0,61.0,0,0,32.3208,0,0.7688628,0.2311372
0,3,0,28.0,0,0,7.7292,2,0.8319055,0.16809452
0,3,0,28.0,0,0,7.8958,0,0.8943663,0.105633624
0,3,0,28.0,0,0,7.8542,0,0.89437985,0.10562009
1,1,0,48.0,1,0,52.0,0,0.7277331,0.272267
1,3,0,45.0,0,0,8.05,0,0.9383405,0.06165953
1,2,1,36.0,0,0,13.0,0,0.21617493,0.7838251
0,3,0,27.0,0,0,7.8958,0,0.8910603,0.108939774
0,1,0,64.0,0,0,26.0,0,0.7903779,0.20962211
0,3,0,35.0,0,0,7.125,0,0.9153239,0.0846761
1,1,1,19.0,1,0,91.0792,1,0.042726513,0.95727354
0,3,0,38.0,0,0,7.05,0,0.92303157,0.076968364
0,3,0,30.5,0,0,8.05,0,0.9022002,0.09779981
0,3,0,25.0,1,0,7.775,0,0.91138816,0.08861189
1,2,1,40.0,1,1,39.0,0,0.3002122,0.6997878
0,1,0,47.0,0,0,38.5,0,0.6675979,0.3324021
1,3,0,30.0,0,0,9.5,0,0.90021956,0.09978044
