y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.82580644,0.17419352
0,2,0,31.0,0,0,10.5,0,0.8510636,0.14893638
0,3,0,20.0,0,0,7.925,0,0.8507993,0.1492007
1,2,1,6.0,0,1,33.0,0,0.06388548,0.9361145
1,3,1,14.0,1,0,11.2417,1,0.24543923,0.7545608
1,1,1,26.0,0,0,78.85,0,0.02572694,0.9742731
1,3,1,28.0,0,0,7.75,2,0.26727223,0.7327278
0,3,0,16.0,2,0,18.0,0,0.8925343,0.10746562
1,3,1,16.0,0,0,7.75,2,0.20994303,0.790057
1,1,1,19.0,0,2,26.2833,0,0.051015787,0.94898427
0,1,0,37.0,1,0,53.1,0,0.51900244,0.48099765
0,3,0,44.0,0,0,8.05,0,0.9460632,0.053936783
0,3,1,28.0,3,1,25.4667,0,0.6636652,0.3363348
0,3,0,30.0,0,0,7.225,1,0.8749757,0.12502435
0,2,0,36.0,0,0,13.0,0,0.8658969,0.13410315
1,1,1,16.0,0,1,39.4,0,0.030999573,0.96900046
1,1,0,42.0,1,0,52.5542,0,0.53545266,0.46454728
1,3,1,28.0,0,0,7.8292,2,0.2668823,0.73311776
0,2,0,27.0,0,0,13.0,0,0.8183642,0.18163578
0,1,0,47.0,0,0,52.0,0,0.57636553,0.4236345
0,3,0,24.0,0,0,7.8958,0,0.8816666,0.11833346
1,1,0,34.0,0,0,26.55,0,0.6642398,0.33576015
1,3,1,19.0,1,0,7.8542,0,0.47891054,0.52108943
0,3,0,20.0,0,0,9.225,0,0.8458458,0.15415421
0,3,0,28.0,0,0,14.5,0,0.8881475,0.11185257
0,3,0,10.0,3,2,27.9,0,0.8053846,0.19461542
0,1,0,40.0,0,0,27.7208,1,0.6135545,0.38644555
1,2,0,31.0,0,0,13.0,0,0.84237343,0.15762658
0,3,0,4.0,3,2,27.9,0,0.7256885,0.2743115
0,3,1,31.0,0,0,7.8542,0,0.44411215,0.5558879
0,3,0,19.0,0,0,7.8958,0,0.8399446,0.1600554
1,3,1,22.0,0,0,7.75,0,0.4014906,0.59850943
0,1,0,28.0,0,0,30.6958,1,0.6085396,0.39146042
0,3,1,28.0,0,0,7.55,0,0.43418992,0.56581014
1,3,0,18.0,0,0,8.05,0,0.82409984,0.17590018
0,3,0,27.0,1,0,14.4542,1,0.86744195,0.13255802
1,1,0,28.0,0,0,35.5,0,0.6259141,0.37408587
1,3,1,28.0,0,0,7.75,2,0.26727223,0.7327278
1,1,1,30.0,0,0,31.0,1,0.032781065,0.967219
0,3,0,28.0,0,0,7.8958,0,0.9067739,0.093226075
0,2,0,21.0,2,0,73.5,0,0.7583606,0.24163939
0,3,0,29.0,1,0,7.0458,0,0.9448368,0.05516316
0,3,0,28.0,0,0,8.05,0,0.9063872,0.09361285
0,3,0,28.0,0,0,7.75,2,0.8510906,0.14890936
0,3,1,45.0,0,1,14.4542,1,0.32886958,0.6711304
0,3,0,16.0,1,3,34.375,0,0.52976847,0.47023156
0,3,0,19.0,0,0,8.1583,0,0.8385709,0.16142905
0,3,0,23.0,0,0,9.225,0,0.8701519,0.1298481
0,3,0,24.0,0,0,7.05,0,0.884255,0.115744986
0,1,0,58.0,0,2,113.275,1,0.62097853,0.37902147
1,3,1,5.0,2,1,19.2583,1,0.2818094,0.71819055
1,1,1,52.0,1,1,93.5,0,0.026623478,0.9733766
0,3,0,40.0,1,4,27.9,0,0.88090175,0.119098276
1,1,0,11.0,1,2,120.0,0,0.37240854,0.6275915
0,3,0,65.0,0,0,7.75,2,0.9175522,0.08244779
1,1,1,18.0,0,2,79.65,0,0.057109933,0.94289005
0,2,0,32.0,0,0,10.5,0,0.8557956,0.1442044
1,1,1,50.0,0,1,247.5208,1,0.029293593,0.9707064
1,2,1,35.0,0,0,21.0,0,0.10957208,0.8904279
1,3,1,19.0,0,0,7.8792,2,0.23924205,0.760758
0,3,0,21.0,0,0,7.775,0,0.8595993,0.1404007
1,2,1,13.0,0,1,19.5,0,0.08876232,0.91123766
1,2,1,28.0,1,0,26.0,0,0.12944096,0.8705591
0,1,0,28.0,0,0,25.925,0,0.66745704,0.332543
0,3,0,28.0,0,0,7.75,2,0.8510906,0.14890936
0,2,1,57.0,0,0,10.5,0,0.10751015,0.8924898
0,2,0,21.0,0,0,73.5,0,0.5649457,0.4350543
0,3,0,29.0,0,0,7.875,0,0.9107334,0.089266606
0,3,0,17.0,1,1,7.2292,1,0.7429316,0.2570684
1,1,1,52.0,1,0,78.2667,1,0.014852756,0.9851473
0,2,1,26.0,1,1,26.0,0,0.13982333,0.8601767
1,1,1,18.0,2,2,262.375,1,0.05597718,0.9440229
1,1,0,26.0,0,0,30.0,1,0.5997839,0.40021613
1,1,1,39.0,1,1,83.1583,1,0.036819607,0.9631804
0,3,0,23.0,0,0,7.8542,0,0.8746703,0.12532964
0,3,0,36.0,1,0,15.55,0,0.94711703,0.052882925
0,3,1,30.5,0,0,7.75,2,0.26370066,0.7362994
1,1,1,22.0,0,2,49.5,1,0.05295422,0.9470458
0,2,1,38.0,0,0,13.0,0,0.12427638,0.8757236
0,3,1,41.0,0,2,20.2125,0,0.48843092,0.5115691
0,3,0,16.0,4,1,39.6875,0,0.9516354,0.048364606
1,2,1,29.0,0,0,10.5,0,0.14250585,0.8574942
1,1,1,40.0,1,1,134.5,1,0.03456368,0.96543634
0,3,0,28.0,0,0,7.7375,2,0.8511331,0.14886694
0,1,0,56.0,0,0,30.6958,1,0.5826534,0.41734663
0,1,0,71.0,0,0,49.5042,1,0.50664014,0.49335992
1,1,1,31.0,1,0,113.275,1,0.021562722,0.9784373
1,1,1,30.0,0,0,56.9292,1,0.023424372,0.9765756
0,1,0,38.0,0,0,0.0,0,0.77554184,0.2244582
0,3,0,28.0,0,0,7.25,0,0.9083782,0.09162184
1,3,0,9.0,0,2,20.525,0,0.42617634,0.5738237
0,3,1,9.0,4,2,31.275,0,0.7335444,0.26645553
0,1,0,61.0,0,0,32.3208,0,0.6117861,0.3882139
0,3,0,28.0,0,0,7.7292,2,0.8511613,0.14883876
0,3,0,28.0,0,0,7.8958,0,0.9067739,0.093226075
0,3,0,28.0,0,0,7.8542,0,0.906878,0.09312202
1,1,0,48.0,1,0,52.0,0,0.5282869,0.47171313
1,3,0,45.0,0,0,8.05,0,0.94752717,0.05247275
1,2,1,36.0,0,0,13.0,0,0.12888615,0.8711139
0,3,0,27.0,0,0,7.8958,0,0.9009858,0.099014245
0,1,0,64.0,0,0,26.0,0,0.62499785,0.37500215
0,3,0,35.0,0,0,7.125,0,0.9309716,0.0690284
1,1,1,19.0,1,0,91.0792,1,0.023485431,0.9765146
0,3,0,38.0,0,0,7.05,0,0.9385539,0.061446123
0,3,0,30.5,0,0,8.05,0,0.91536766,0.08463229
0,3,0,25.0,1,0,7.775,0,0.93377167,0.066228315
1,2,1,40.0,1,1,39.0,0,0.12563577,0.8743642
0,1,0,47.0,0,0,38.5,0,0.6142189,0.3857811
1,3,0,30.0,0,0,9.5,0,0.9100441,0.08995588
1,1,0,40.0,0,0,31.0,1,0.60446185,0.39553815
1,1,1,28.0,1,0,52.0,0,0.025932183,0.97406787
0,3,0,20.5,0,0,7.25,0,0.85744077,0.14255928
1,1,1,28.0,1,0,89.1042,1,0.022505896,0.9774941
1,1,0,36.0,0,0,26.2875,0,0.66192734,0.3380727
0,1,0,28.0,0,0,221.7792,0,0.4904789,0.5095211
0,3,0,20.0,0,0,9.8458,0,0.8434332,0.15656675
0,1,0,71.0,0,0,34.6542,1,0.54970866,0.45029134
0,2,0,36.0,0,0,12.875,1,0.85267377,0.14732617
1,2,1,22.0,1,1,29.0,0,0.09928346,0.90071654
0,3,1,48.0,1,3,34.375,0,0.5379308,0.4620692
