y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.9236379,0.076362066
0,2,0,31.0,0,0,10.5,0,0.90953416,0.09046581
0,3,0,20.0,0,0,7.925,0,0.82838243,0.17161752
1,2,1,6.0,0,1,33.0,0,0.037339274,0.9626607
1,3,1,14.0,1,0,11.2417,1,0.33955586,0.6604442
1,1,1,26.0,0,0,78.85,0,0.016434928,0.98356503
1,3,1,28.0,0,0,7.75,2,0.23558103,0.76441896
0,3,0,16.0,2,0,18.0,0,0.808712,0.19128802
1,3,1,16.0,0,0,7.75,2,0.27472955,0.7252704
1,1,1,19.0,0,2,26.2833,0,0.003872787,0.9961272
0,1,0,37.0,1,0,53.1,0,0.7065758,0.29342422
0,3,0,44.0,0,0,8.05,0,0.9335982,0.0664017
0,3,1,28.0,3,1,25.4667,0,0.7096511,0.29034886
0,3,0,30.0,0,0,7.225,1,0.8819248,0.11807511
0,2,0,36.0,0,0,13.0,0,0.92259526,0.077404745
1,1,1,16.0,0,1,39.4,0,0.0063991896,0.9936008
1,1,0,42.0,1,0,52.5542,0,0.71220845,0.2877916
1,3,1,28.0,0,0,7.8292,2,0.23531733,0.76468265
0,2,0,27.0,0,0,13.0,0,0.8865846,0.113415375
0,1,0,47.0,0,0,52.0,0,0.74049664,0.2595034
0,3,0,24.0,0,0,7.8958,0,0.8527843,0.1472157
1,1,0,34.0,0,0,26.55,0,0.7273278,0.27267212
1,3,1,19.0,1,0,7.8542,0,0.5010727,0.49892735
0,3,0,20.0,0,0,9.225,0,0.8245996,0.17540045
0,3,0,28.0,0,0,14.5,0,0.85868376,0.14131622
0,3,0,10.0,3,2,27.9,0,0.78066033,0.21933967
0,1,0,40.0,0,0,27.7208,1,0.6488104,0.3511896
1,2,0,31.0,0,0,13.0,0,0.9052723,0.09472774
0,3,0,4.0,3,2,27.9,0,0.63997376,0.3600262
0,3,1,31.0,0,0,7.8542,0,0.431148,0.568852
0,3,0,19.0,0,0,7.8958,0,0.8175581,0.18244193
1,3,1,22.0,0,0,7.75,0,0.48402175,0.5159783
0,1,0,28.0,0,0,30.6958,1,0.57382774,0.4261722
0,3,1,28.0,0,0,7.55,0,0.45947933,0.54052067
1,3,0,18.0,0,0,8.05,0,0.8020708,0.19792925
0,3,0,27.0,1,0,14.4542,1,0.88365394,0.116346024
1,1,0,28.0,0,0,35.5,0,0.66950685,0.33049315
1,3,1,28.0,0,0,7.75,2,0.23558103,0.76441896
1,1,1,30.0,0,0,31.0,1,0.010344775,0.98965526
0,3,0,28.0,0,0,7.8958,0,0.8741781,0.12582192
0,2,0,21.0,2,0,73.5,0,0.79752874,0.20247124
0,3,0,29.0,1,0,7.0458,0,0.9099355,0.09006446
0,3,0,28.0,0,0,8.05,0,0.87383354,0.1261665
0,3,0,28.0,0,0,7.75,2,0.8673898,0.13261029
0,3,1,45.0,0,1,14.4542,1,0.33824432,0.6617557
0,3,0,16.0,1,3,34.375,0,0.67369276,0.3263072
0,3,0,19.0,0,0,8.1583,0,0.8170198,0.18298015
0,3,0,23.0,0,0,9.225,0,0.84345764,0.15654238
0,3,0,24.0,0,0,7.05,0,0.85492605,0.14507395
0,1,0,58.0,0,2,113.275,1,0.77611554,0.2238845
1,3,1,5.0,2,1,19.2583,1,0.2749219,0.7250781
1,1,1,52.0,1,1,93.5,0,0.02419116,0.97580886
0,3,0,40.0,1,4,27.9,0,0.98125505,0.018744912
1,1,0,11.0,1,2,120.0,0,0.34177503,0.658225
0,3,0,65.0,0,0,7.75,2,0.9618611,0.038138952
