y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.7788045,0.22119556
0,2,0,31.0,0,0,10.5,0,0.87012047,0.12987955
0,3,0,20.0,0,0,7.925,0,0.8798644,0.12013562
1,2,1,6.0,0,1,33.0,0,0.25328428,0.7467158
1,3,1,14.0,1,0,11.2417,1,0.25719756,0.7428024
1,1,1,26.0,0,0,78.85,0,0.03101103,0.96898896
1,3,1,28.0,0,0,7.75,2,0.27666408,0.72333586
0,3,0,16.0,2,0,18.0,0,0.91430056,0.085699454
1,3,1,16.0,0,0,7.75,2,0.27666408,0.72333586
1,1,1,19.0,0,2,26.2833,0,0.04091673,0.9590832
0,1,0,37.0,1,0,53.1,0,0.6613449,0.33865508
0,3,0,44.0,0,0,8.05,0,0.8798644,0.12013562
0,3,1,28.0,3,1,25.4667,0,0.636614,0.36338598
0,3,0,30.0,0,0,7.225,1,0.8790548,0.12094524
0,2,0,36.0,0,0,13.0,0,0.87012047,0.12987955
1,1,1,16.0,0,1,39.4,0,0.0361535,0.96384656
1,1,0,42.0,1,0,52.5542,0,0.6613449,0.33865508
1,3,1,28.0,0,0,7.8292,2,0.276664,0.7233359
0,2,0,27.0,0,0,13.0,0,0.87012047,0.12987955
0,1,0,47.0,0,0,52.0,0,0.69916683,0.3008332
0,3,0,24.0,0,0,7.8958,0,0.8798644,0.12013558
1,1,0,34.0,0,0,26.55,0,0.69916683,0.3008332
1,3,1,19.0,1,0,7.8542,0,0.50088525,0.49911472
0,3,0,20.0,0,0,9.225,0,0.87986434,0.12013565
0,3,0,28.0,0,0,14.5,0,0.87986434,0.12013565
0,3,0,10.0,3,2,27.9,0,0.85073733,0.14926262
0,1,0,40.0,0,0,27.7208,1,0.6415878,0.35841218
1,2,0,31.0,0,0,13.0,0,0.87012047,0.12987955
0,3,0,4.0,3,2,27.9,0,0.85068125,0.14931872
0,3,1,31.0,0,0,7.8542,0,0.34152207,0.6584779
0,3,0,19.0,0,0,7.8958,0,0.8798644,0.12013558
1,3,1,22.0,0,0,7.75,0,0.34152207,0.6584779
0,1,0,28.0,0,0,30.6958,1,0.6415878,0.35841218
0,3,1,28.0,0,0,7.55,0,0.3415221,0.6584779
1,3,0,18.0,0,0,8.05,0,0.8798644,0.12013562
0,3,0,27.0,1,0,14.4542,1,0.8318065,0.16819347
1,1,0,28.0,0,0,35.5,0,0.69916683,0.3008332
1,3,1,28.0,0,0,7.75,2,0.27666408,0.72333586
1,1,1,30.0,0,0,31.0,1,0.032553226,0.96744674
0,3,0,28.0,0,0,7.8958,0,0.8798644,0.12013558
0,2,0,21.0,2,0,73.5,0,0.9050674,0.094932646
0,3,0,29.0,1,0,7.0458,0,0.87683094,0.12316913
0,3,0,28.0,0,0,8.05,0,0.8798644,0.12013562
0,3,0,28.0,0,0,7.75,2,0.8780624,0.12193763
0,3,1,45.0,0,1,14.4542,1,0.33311602,0.66688395
0,3,0,16.0,1,3,34.375,0,0.7983679,0.20163211
0,3,0,19.0,0,0,8.1583,0,0.8798644,0.12013562
0,3,0,23.0,0,0,9.225,0,0.87986434,0.12013565
