y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.9255773,0.07442273
0,2,0,31.0,0,0,10.5,0,0.834771,0.16522902
0,3,0,20.0,0,0,7.925,0,0.8898083,0.1101917
1,2,1,6.0,0,1,33.0,0,0.04153296,0.95846707
1,3,1,14.0,1,0,11.2417,1,0.47127005,0.5287299
1,1,1,26.0,0,0,78.85,0,0.03079087,0.96920913
1,3,1,28.0,0,0,7.75,2,0.30939206,0.6906079
0,3,0,16.0,2,0,18.0,0,0.86659694,0.13340311
1,3,1,16.0,0,0,7.75,2,0.32921794,0.67078215
1,1,1,19.0,0,2,26.2833,0,0.017313216,0.98268676
0,1,0,37.0,1,0,53.1,0,0.6775887,0.3224113
0,3,0,44.0,0,0,8.05,0,0.9551666,0.044833444
0,3,1,28.0,3,1,25.4667,0,0.7001951,0.29980496
0,3,0,30.0,0,0,7.225,1,0.88366044,0.11633955
0,2,0,36.0,0,0,13.0,0,0.82338905,0.1766109
1,1,1,16.0,0,1,39.4,0,0.024436397,0.9755636
1,1,0,42.0,1,0,52.5542,0,0.70911735,0.29088262
1,3,1,28.0,0,0,7.8292,2,0.30880925,0.6911908
0,2,0,27.0,0,0,13.0,0,0.8387608,0.16123915
0,1,0,47.0,0,0,52.0,0,0.72968006,0.27031994
0,3,0,24.0,0,0,7.8958,0,0.89983016,0.10016985
1,1,0,34.0,0,0,26.55,0,0.6421178,0.3578822
1,3,1,19.0,1,0,7.8542,0,0.6546445,0.3453555
0,3,0,20.0,0,0,9.225,0,0.89166766,0.10833228
0,3,0,28.0,0,0,14.5,0,0.8731238,0.12687618
0,3,0,10.0,3,2,27.9,0,0.8774075,0.12259248
0,1,0,40.0,0,0,27.7208,1,0.72436655,0.2756334
1,2,0,31.0,0,0,13.0,0,0.82108355,0.17891651
0,3,0,4.0,3,2,27.9,0,0.77936894,0.22063114
0,3,1,31.0,0,0,7.8542,0,0.26964325,0.7303568
0,3,0,19.0,0,0,7.8958,0,0.8871154,0.11288454
1,3,1,22.0,0,0,7.75,0,0.6175719,0.3824281
0,1,0,28.0,0,0,30.6958,1,0.64147156,0.3585284
0,3,1,28.0,0,0,7.55,0,0.3496009,0.6503991
1,3,0,18.0,0,0,8.05,0,0.8846407,0.115359314
0,3,0,27.0,1,0,14.4542,1,0.8717421,0.1282579
1,1,0,28.0,0,0,35.5,0,0.67437375,0.32562625
1,3,1,28.0,0,0,7.75,2,0.30939206,0.6906079
1,1,1,30.0,0,0,31.0,1,0.017340276,0.9826597
0,3,0,28.0,0,0,7.8958,0,0.89455324,0.10544673
