y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.9455135,0.054486506
0,2,0,31.0,0,0,10.5,0,0.84508604,0.15491393
0,3,0,20.0,0,0,7.925,0,0.89510155,0.10489849
1,2,1,6.0,0,1,33.0,0,0.08147175,0.91852826
1,3,1,14.0,1,0,11.2417,1,0.32926872,0.67073125
1,1,1,26.0,0,0,78.85,0,0.05508571,0.9449143
1,3,1,28.0,0,0,7.75,2,0.24334231,0.75665766
0,3,0,16.0,2,0,18.0,0,0.8766058,0.123394184
1,3,1,16.0,0,0,7.75,2,0.27879664,0.7212033
1,1,1,19.0,0,2,26.2833,0,0.13841778,0.8615823
0,1,0,37.0,1,0,53.1,0,0.54432565,0.45567435
0,3,0,44.0,0,0,8.05,0,0.89578384,0.104216196
0,3,1,28.0,3,1,25.4667,0,0.677932,0.32206798
0,3,0,30.0,0,0,7.225,1,0.8950085,0.10499149
0,2,0,36.0,0,0,13.0,0,0.802863,0.19713704
1,1,1,16.0,0,1,39.4,0,0.06679825,0.93320173
1,1,0,42.0,1,0,52.5542,0,0.5656348,0.43436527
1,3,1,28.0,0,0,7.8292,2,0.2427698,0.75723016
0,2,0,27.0,0,0,13.0,0,0.8569397,0.14306034
0,1,0,47.0,0,0,52.0,0,0.5612807,0.43871924
0,3,0,24.0,0,0,7.8958,0,0.9160688,0.08393122
1,1,0,34.0,0,0,26.55,0,0.621161,0.37883893
1,3,1,19.0,1,0,7.8542,0,0.43743178,0.56256825
0,3,0,20.0,0,0,9.225,0,0.8940088,0.105991185
0,3,0,28.0,0,0,14.5,0,0.9111786,0.08882143
0,3,0,10.0,3,2,27.9,0,0.8915599,0.108440086
0,1,0,40.0,0,0,27.7208,1,0.51202226,0.48797768
1,2,0,31.0,0,0,13.0,0,0.8378478,0.16215211
0,3,0,4.0,3,2,27.9,0,0.7702299,0.22977015
0,3,1,31.0,0,0,7.8542,0,0.27799636,0.72200364
0,3,0,19.0,0,0,7.8958,0,0.88585985,0.114140145
1,3,1,22.0,0,0,7.75,0,0.36013013,0.6398699
0,1,0,28.0,0,0,30.6958,1,0.59422934,0.40577063
0,3,1,28.0,0,0,7.55,0,0.30965647,0.69034356
1,3,0,18.0,0,0,8.05,0,0.8745981,0.12540187
0,3,0,27.0,1,0,14.4542,1,0.92113847,0.07886159
1,1,0,28.0,0,0,35.5,0,0.62886626,0.37113374
1,3,1,28.0,0,0,7.75,2,0.24334231,0.75665766
1,1,1,30.0,0,0,31.0,1,0.038159374,0.96184057
0,3,0,28.0,0,0,7.8958,0,0.9161133,0.083886646
0,2,0,21.0,2,0,73.5,0,0.76535726,0.23464273
0,3,0,29.0,1,0,7.0458,0,0.93510157,0.064898476
0,3,0,28.0,0,0,8.05,0,0.9160134,0.08398656
