y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.9244,0.07560009
0,2,0,31.0,0,0,10.5,0,0.8072328,0.1927672
0,3,0,20.0,0,0,7.925,0,0.85596174,0.1440383
1,2,1,6.0,0,1,33.0,0,0.1809245,0.81907547
1,3,1,14.0,1,0,11.2417,1,0.31197396,0.688026
1,1,1,26.0,0,0,78.85,0,0.07610461,0.9238954
1,3,1,28.0,0,0,7.75,2,0.2344747,0.76552534
0,3,0,16.0,2,0,18.0,0,0.89387774,0.10612223
1,3,1,16.0,0,0,7.75,2,0.27717656,0.7228235
1,1,1,19.0,0,2,26.2833,0,0.22014284,0.7798572
0,1,0,37.0,1,0,53.1,0,0.6554167,0.3445832
0,3,0,44.0,0,0,8.05,0,0.912672,0.08732804
0,3,1,28.0,3,1,25.4667,0,0.5389251,0.46107486
0,3,0,30.0,0,0,7.225,1,0.86567205,0.1343279
0,2,0,36.0,0,0,13.0,0,0.8133586,0.18664138
1,1,1,16.0,0,1,39.4,0,0.17021662,0.8297834
1,1,0,42.0,1,0,52.5542,0,0.6768031,0.3231969
1,3,1,28.0,0,0,7.8292,2,0.23423761,0.76576245
0,2,0,27.0,0,0,13.0,0,0.7955312,0.2044688
0,1,0,47.0,0,0,52.0,0,0.62081975,0.37918028
0,3,0,24.0,0,0,7.8958,0,0.87954855,0.12045141
1,1,0,34.0,0,0,26.55,0,0.64422023,0.35577977
1,3,1,19.0,1,0,7.8542,0,0.350749,0.6492509
0,3,0,20.0,0,0,9.225,0,0.8538645,0.14613554
0,3,0,28.0,0,0,14.5,0,0.8780117,0.12198835
0,3,0,10.0,3,2,27.9,0,0.8939203,0.106079675
0,1,0,40.0,0,0,27.7208,1,0.64425313,0.35574687
1,2,0,31.0,0,0,13.0,0,0.8006754,0.19932462
0,3,0,4.0,3,2,27.9,0,0.8306865,0.1693135
0,3,1,31.0,0,0,7.8542,0,0.28029478,0.7197052
0,3,0,19.0,0,0,7.8958,0,0.84889275,0.15110725
