0,579
1,310
2,14
3,541
4,76
5,165
6,496
7,484
8,613
9,400
10,222
11,306
12,367
13,545
14,547
15,75
16,499
17,645
18,181
19,594
20,633
21,285
22,312
23,572
24,399
25,303
26,162
27,413
28,401
29,481
30,339
31,622
32,513
33,196
34,299
35,155
36,68
37,415
38,419
39,524
40,175
41,272
42,48
43,79
44,142
45,417
46,636
47,663
48,64
49,283
50,580
51,521
52,52
53,293
54,50
55,462
56,113
57,597
58,644
59,144
60,494
61,360
62,261
63,247
64,506
65,490
66,465
67,425
68,665
69,230
70,18
71,595
72,522
73,55
74,49
75,85
76,583
77,40
78,327
79,317
80,266
81,661
82,526
83,17
84,435
85,318
86,638
87,344
88,103
89,602
90,268
91,200
92,250
93,10
94,243
95,621
96,342
97,390
98,122
99,530
100,596
101,251
102,62
103,157
104,473
105,245
106,205
107,294
108,170
109,623
110,1
111,37
112,533
113,193
114,440
115,568
116,236
117,45
118,127
119,424
120,8
121,229
122,468
123,474
124,362
125,31
126,422
127,21
128,77
129,558
130,556
131,187
132,509
133,101
134,242
135,517
136,315
137,140
138,231
139,386
140,624
141,660
142,457
143,263
144,34
145,449
146,529
147,361
148,279
149,598
150,405
151,432
152,439
153,12
154,159
155,446
156,392
157,78
158,92
159,420
160,66
161,409
162,504
163,612
164,325
165,15
166,188
167,6
168,252
169,240
170,346
171,278
172,267
173,584
174,605
175,427
176,355
177,331
178,90
179,578
180,337
181,118
182,502
183,632
184,471
185,210
186,483
187,109
188,233
189,298
190,190
191,356
192,380
193,332
194,202
195,505
196,354
197,194
198,319
199,610
200,235
201,557
202,426
203,132
204,173
205,178
206,616
207,404
208,172
209,97
210,397
211,648
212,497
213,206
214,539
215,239
216,96
217,365
218,576
219,338
220,89
221,313
222,179
223,508
224,662
225,46
226,171
227,546
228,358
229,534
230,416
231,211
232,618
233,330
234,107
235,414
236,447
237,0
238,223
239,654
240,71
241,249
242,102
243,475
244,108
245,336
246,213
247,375
248,519
249,608
250,246
251,366
252,456
253,489
254,395
255,161
256,441
257,316
258,542
259,224
260,26
261,428
262,271
263,3
264,134
265,186
266,378
267,561
268,536
269,604
270,225
271,549
272,403
273,402
274,650
275,582
276,460
277,301
278,493
279,112
280,20
281,65
282,126
283,463
284,478
285,352
286,492
287,137
288,384
289,7
290,614
291,619
292,185
293,453
294,153
295,54
296,30
297,100
298,412
299,552
300,482
301,237
302,56
303,60
304,385
305,262
306,334
307,264
308,351
309,208
310,531
311,343
312,167
313,38
314,548
315,300
316,389
317,585
318,570
319,163
320,124
321,154
322,59
323,379
324,304
325,628
326,525
327,333
328,311
329,363
330,158
331,51
332,620
333,408
334,350
335,374
336,219
337,308
338,74
339,282
340,4
341,538
342,518
343,406
344,443
345,5
346,141
347,455
348,135
349,659
350,601
351,22
352,606
353,276
354,284
355,270
356,641
357,281
358,220
359,607
360,320
361,120
362,81
363,656
364,13
365,369
366,649
367,643
368,160
369,653
370,238
371,391
372,458
373,436
374,480
375,195
376,191
377,116
378,511
379,627
380,164
381,106
382,16
383,63
384,105
385,433
386,631
387,329
388,345
389,587
390,479
391,93
392,470
393,83
394,498
395,348
396,520
397,198
398,145
399,150
400,39
401,454
402,611
403,487
404,322
405,253
406,651
407,452
408,657
409,357
410,69
411,2
412,340
413,221
414,625
415,146
416,289
417,241
418,476
419,553
420,114
421,647
422,664
423,540
424,532
425,176
426,591
427,372
428,168
429,347
430,376
431,503
432,588
433,577
434,514
435,501
436,136
437,564
438,254
439,477
440,382
441,500
442,451
443,592
444,569
445,255
446,232
447,133
448,33
449,88
450,418
451,290
452,44
453,353
454,341
455,61
456,642
457,199
458,429
459,485
460,394
461,640
462,523
463,527
464,364
465,434
466,218
467,302
468,590
469,407
470,297
471,73
472,393
473,295
474,35
475,634
476,29
477,437
478,575
479,667
480,609
481,309
482,635
483,217
484,467
485,27
486,258
487,516
488,156
489,125
490,421
491,491
492,573
493,138
494,212
495,104
496,566
497,563
498,567
499,215
500,593
501,189
502,214
503,615
504,655
505,204
506,234
507,259
508,495
509,466
510,67
511,24
512,381
513,216
514,129
515,349
516,111
517,166
518,207
519,438
520,274
521,571
522,535
523,287
524,469
525,326
526,121
527,507
528,228
529,445
530,117
531,464
532,25
533,110
534,149
535,152
536,528
537,461
538,139
539,260
540,323
541,603
542,248
543,450
544,410
545,19
546,328
547,296
548,269
549,226
550,94
551,515
552,280
553,286
554,626
555,444
556,184
557,371
558,589
559,652
560,275
561,666
562,182
563,32
564,80
565,307
566,11
567,43
568,86
569,36
570,58
571,41
572,411
573,562
574,209
575,148
576,123
577,574
578,98
579,377
580,130
581,23
582,586
583,555
584,370
585,512
586,383
587,201
588,368
589,554
590,387
591,292
592,256
593,197
594,95
595,646
596,169
597,581
598,305
599,560
600,373
601,227
602,143
603,180
604,131
605,47
606,324
607,203
608,84
609,565
610,398
611,91
612,82
613,430
614,119
615,291
616,57
617,321
618,257
619,637
620,442
621,42
622,617
623,388
624,335
625,273
626,488
627,550
628,53
629,630
630,128
631,28
632,183
633,459
634,510
635,151
636,244
637,543
638,544
639,639
640,265
641,288
642,423
643,147
644,177
645,99
646,448
647,431
648,115
649,72
650,537
651,658
652,174
653,87
654,551
655,486
656,314
657,396
658,600
659,472
660,70
661,599
662,277
663,9
664,359
665,192
666,629
667,559
