y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.6799707,0.32002932
0,2,0,31.0,0,0,10.5,0,0.70573753,0.29426244
0,3,0,20.0,0,0,7.925,0,0.7176536,0.2823465
1,2,1,6.0,0,1,33.0,0,0.47312614,0.5268738
1,3,1,14.0,1,0,11.2417,1,0.5324523,0.46754768
1,1,1,26.0,0,0,78.85,0,0.4375581,0.5624419
1,3,1,28.0,0,0,7.75,2,0.48356786,0.5164321
0,3,0,16.0,2,0,18.0,0,0.74359286,0.25640708
1,3,1,16.0,0,0,7.75,2,0.47978276,0.52021724
1,1,1,19.0,0,2,26.2833,0,0.44319308,0.556807
0,1,0,37.0,1,0,53.1,0,0.670893,0.329107
0,3,0,44.0,0,0,8.05,0,0.7236377,0.27636224
0,3,1,28.0,3,1,25.4667,0,0.5727659,0.4272341
0,3,0,30.0,0,0,7.225,1,0.692368,0.30763197
0,2,0,36.0,0,0,13.0,0,0.7045757,0.29542428
1,1,1,16.0,0,1,39.4,0,0.45384228,0.5461577
1,1,0,42.0,1,0,52.5542,0,0.67285866,0.32714134
1,3,1,28.0,0,0,7.8292,2,0.4834737,0.51652634
0,2,0,27.0,0,0,13.0,0,0.70220345,0.29779655
0,1,0,47.0,0,0,52.0,0,0.6542211,0.3457789
0,3,0,24.0,0,0,7.8958,0,0.7187045,0.28129548
1,1,0,34.0,0,0,26.55,0,0.67752373,0.32247624
1,3,1,19.0,1,0,7.8542,0,0.57200754,0.42799246
0,3,0,20.0,0,0,9.225,0,0.71639746,0.28360254
0,3,0,28.0,0,0,14.5,0,0.7133374,0.28666255
0,3,0,10.0,3,2,27.9,0,0.7076176,0.29238242
0,1,0,40.0,0,0,27.7208,1,0.6472137,0.3527863
1,2,0,31.0,0,0,13.0,0,0.70325917,0.29674086
0,3,0,4.0,3,2,27.9,0,0.70604676,0.29395324
0,3,1,31.0,0,0,7.8542,0,0.5529888,0.4470112
0,3,0,19.0,0,0,7.8958,0,0.7174256,0.28257433
1,3,1,22.0,0,0,7.75,0,0.5502992,0.4497008
0,1,0,28.0,0,0,30.6958,1,0.64048874,0.35951126
0,3,1,28.0,0,0,7.55,0,0.5524099,0.44759008
1,3,0,18.0,0,0,8.05,0,0.71702045,0.28297952
0,3,0,27.0,1,0,14.4542,1,0.7037982,0.29620183
