y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.87222934,0.12777063
0,2,0,31.0,0,0,10.5,0,0.8551959,0.14480415
0,3,0,20.0,0,0,7.925,0,0.8185806,0.18141939
1,2,1,6.0,0,1,33.0,0,0.043210056,0.95679
1,3,1,14.0,1,0,11.2417,1,0.35748252,0.6425175
1,1,1,26.0,0,0,78.85,0,0.010348228,0.98965174
1,3,1,28.0,0,0,7.75,2,0.2369823,0.7630178
0,3,0,16.0,2,0,18.0,0,0.907813,0.092186935
1,3,1,16.0,0,0,7.75,2,0.23269746,0.7673026
1,1,1,19.0,0,2,26.2833,0,0.0059397854,0.9940602
0,1,0,37.0,1,0,53.1,0,0.6501648,0.34983522
0,3,0,44.0,0,0,8.05,0,0.93195254,0.06804751
0,3,1,28.0,3,1,25.4667,0,0.6750995,0.3249005
0,3,0,30.0,0,0,7.225,1,0.8750296,0.12497034
0,2,0,36.0,0,0,13.0,0,0.8751541,0.12484593
1,1,1,16.0,0,1,39.4,0,0.006550969,0.99344903
1,1,0,42.0,1,0,52.5542,0,0.64791816,0.35208187
1,3,1,28.0,0,0,7.8292,2,0.23676519,0.76323485
0,2,0,27.0,0,0,13.0,0,0.81741893,0.18258105
0,1,0,47.0,0,0,52.0,0,0.6579377,0.34206238
0,3,0,24.0,0,0,7.8958,0,0.8529056,0.14709444
1,1,0,34.0,0,0,26.55,0,0.6911268,0.30887315
1,3,1,19.0,1,0,7.8542,0,0.5544546,0.4455454
0,3,0,20.0,0,0,9.225,0,0.81418467,0.1858153
0,3,0,28.0,0,0,14.5,0,0.858272,0.14172795
0,3,0,10.0,3,2,27.9,0,0.8111921,0.18880789
0,1,0,40.0,0,0,27.7208,1,0.71664447,0.28335553
1,2,0,31.0,0,0,13.0,0,0.84906965,0.15093036
0,3,0,4.0,3,2,27.9,0,0.6822719,0.31772807
0,3,1,31.0,0,0,7.8542,0,0.4548662,0.5451338
0,3,0,19.0,0,0,7.8958,0,0.8087628,0.1912372
1,3,1,22.0,0,0,7.75,0,0.49864873,0.50135124
0,1,0,28.0,0,0,30.6958,1,0.61404955,0.38595054
0,3,1,28.0,0,0,7.55,0,0.47646454,0.5235355
1,3,0,18.0,0,0,8.05,0,0.797759,0.20224105
0,3,0,27.0,1,0,14.4542,1,0.88277555,0.117224425
1,1,0,28.0,0,0,35.5,0,0.6258735,0.3741265
1,3,1,28.0,0,0,7.75,2,0.2369823,0.7630178
1,1,1,30.0,0,0,31.0,1,0.0059880563,0.99401194
0,3,0,28.0,0,0,7.8958,0,0.87923545,0.12076449
0,2,0,21.0,2,0,73.5,0,0.7986858,0.20131426
0,3,0,29.0,1,0,7.0458,0,0.931237,0.068763
0,3,0,28.0,0,0,8.05,0,0.8787683,0.12123173
0,3,0,28.0,0,0,7.75,2,0.85409284,0.14590712
0,3,1,45.0,0,1,14.4542,1,0.35529438,0.64470565
0,3,0,16.0,1,3,34.375,0,0.6708084,0.32919165
0,3,0,19.0,0,0,8.1583,0,0.8078736,0.19212641
0,3,0,23.0,0,0,9.225,0,0.8407638,0.15923621
0,3,0,24.0,0,0,7.05,0,0.85561967,0.1443804
0,1,0,58.0,0,2,113.275,1,0.79986286,0.20013711
1,3,1,5.0,2,1,19.2583,1,0.25426388,0.7457361
1,1,1,52.0,1,1,93.5,0,0.0077764187,0.99222356
0,3,0,40.0,1,4,27.9,0,0.97644514,0.023554852
1,1,0,11.0,1,2,120.0,0,0.3494878,0.65051216
0,3,0,65.0,0,0,7.75,2,0.94587404,0.054125972
1,1,1,18.0,0,2,79.65,0,0.01469384,0.98530614
0,2,0,32.0,0,0,10.5,0,0.8614707,0.13852929
1,1,1,50.0,0,1,247.5208,1,0.012716174,0.9872838
1,2,1,35.0,0,0,21.0,0,0.06377854,0.9362215
1,3,1,19.0,0,0,7.8792,2,0.23913983,0.76086015
0,3,0,21.0,0,0,7.775,0,0.8284417,0.1715583
1,2,1,13.0,0,1,19.5,0,0.048187155,0.9518128
1,2,1,28.0,1,0,26.0,0,0.06930597,0.93069404
0,1,0,28.0,0,0,25.925,0,0.63871306,0.36128688
0,3,0,28.0,0,0,7.75,2,0.85409284,0.14590712
0,2,1,57.0,0,0,10.5,0,0.046691865,0.9533081
0,2,0,21.0,0,0,73.5,0,0.63220406,0.36779597
0,3,0,29.0,0,0,7.875,0,0.88480204,0.11519803
0,3,0,17.0,1,1,7.2292,1,0.69958454,0.30041546
1,1,1,52.0,1,0,78.2667,1,0.0035736966,0.9964263
0,2,1,26.0,1,1,26.0,0,0.06738586,0.93261415
1,1,1,18.0,2,2,262.375,1,0.13588181,0.8641182
1,1,0,26.0,0,0,30.0,1,0.5886371,0.4113629
1,1,1,39.0,1,1,83.1583,1,0.007343514,0.9926564
0,3,0,23.0,0,0,7.8542,0,0.84527236,0.15472768
0,3,0,36.0,1,0,15.55,0,0.9337006,0.06629937
0,3,1,30.5,0,0,7.75,2,0.23067108,0.76932895
