y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.91053027,0.08946971
0,2,0,31.0,0,0,10.5,0,0.87327045,0.12672958
0,3,0,20.0,0,0,7.925,0,0.83349574,0.16650426
1,2,1,6.0,0,1,33.0,0,0.10900996,0.89099
1,3,1,14.0,1,0,11.2417,1,0.3367509,0.66324914
1,1,1,26.0,0,0,78.85,0,0.057554223,0.94244576
1,3,1,28.0,0,0,7.75,2,0.28349593,0.71650404
0,3,0,16.0,2,0,18.0,0,0.83560693,0.16439305
1,3,1,16.0,0,0,7.75,2,0.23902181,0.76097816
1,1,1,19.0,0,2,26.2833,0,0.027156183,0.97284377
0,1,0,37.0,1,0,53.1,0,0.6647908,0.33520922
0,3,0,44.0,0,0,8.05,0,0.95121044,0.04878956
0,3,1,28.0,3,1,25.4667,0,0.7279307,0.27206928
0,3,0,30.0,0,0,7.225,1,0.9048723,0.095127694
0,2,0,36.0,0,0,13.0,0,0.8867987,0.11320131
1,1,1,16.0,0,1,39.4,0,0.03687142,0.96312857
1,1,0,42.0,1,0,52.5542,0,0.6679035,0.3320965
1,3,1,28.0,0,0,7.8292,2,0.28318688,0.7168132
0,2,0,27.0,0,0,13.0,0,0.8446371,0.15536289
0,1,0,47.0,0,0,52.0,0,0.70112973,0.29887024
0,3,0,24.0,0,0,7.8958,0,0.86784923,0.1321508
1,1,0,34.0,0,0,26.55,0,0.7586892,0.24131085
1,3,1,19.0,1,0,7.8542,0,0.44799313,0.55200684
0,3,0,20.0,0,0,9.225,0,0.8285882,0.17141181
0,3,0,28.0,0,0,14.5,0,0.8751902,0.12480978
0,3,0,10.0,3,2,27.9,0,0.85613406,0.14386594
0,1,0,40.0,0,0,27.7208,1,0.68588537,0.3141146
1,2,0,31.0,0,0,13.0,0,0.8669068,0.13309318
0,3,0,4.0,3,2,27.9,0,0.74953145,0.2504686
0,3,1,31.0,0,0,7.8542,0,0.39861646,0.60138357
0,3,0,19.0,0,0,7.8958,0,0.82384825,0.17615175
1,3,1,22.0,0,0,7.75,0,0.4206649,0.5793351
0,1,0,28.0,0,0,30.6958,1,0.6151356,0.38486436
0,3,1,28.0,0,0,7.55,0,0.40937743,0.5906225
1,3,0,18.0,0,0,8.05,0,0.81299365,0.1870064
0,3,0,27.0,1,0,14.4542,1,0.8890207,0.1109793
1,1,0,28.0,0,0,35.5,0,0.7194217,0.28057832
1,3,1,28.0,0,0,7.75,2,0.28349593,0.71650404
1,1,1,30.0,0,0,31.0,1,0.030380059,0.96962
0,3,0,28.0,0,0,7.8958,0,0.89489484,0.10510513
0,2,0,21.0,2,0,73.5,0,0.67703885,0.32296118
0,3,0,29.0,1,0,7.0458,0,0.91998833,0.08001165
0,3,0,28.0,0,0,8.05,0,0.8944585,0.10554157
0,3,0,28.0,0,0,7.75,2,0.88085604,0.119143985
0,3,1,45.0,0,1,14.4542,1,0.47967538,0.52032465
0,3,0,16.0,1,3,34.375,0,0.7488236,0.25117642
0,3,0,19.0,0,0,8.1583,0,0.8228342,0.17716575
0,3,0,23.0,0,0,9.225,0,0.85543287,0.14456713
0,3,0,24.0,0,0,7.05,0,0.8706073,0.1293927
0,1,0,58.0,0,2,113.275,1,0.677074,0.32292596
1,3,1,5.0,2,1,19.2583,1,0.31590903,0.684091
1,1,1,52.0,1,1,93.5,0,0.032224268,0.9677757
0,3,0,40.0,1,4,27.9,0,0.9797269,0.020273026
1,1,0,11.0,1,2,120.0,0,0.24773443,0.7522656
0,3,0,65.0,0,0,7.75,2,0.97131425,0.028685678
1,1,1,18.0,0,2,79.65,0,0.03678136,0.9632187
0,2,0,32.0,0,0,10.5,0,0.87780094,0.1221991
1,1,1,50.0,0,1,247.5208,1,0.024561444,0.9754386
1,2,1,35.0,0,0,21.0,0,0.14039406,0.8596059
1,3,1,19.0,0,0,7.8792,2,0.2503439,0.74965614
0,3,0,21.0,0,0,7.775,0,0.8433164,0.15668367
1,2,1,13.0,0,1,19.5,0,0.12706982,0.8729302
1,2,1,28.0,1,0,26.0,0,0.14078113,0.8592189
0,1,0,28.0,0,0,25.925,0,0.7375305,0.2624695
0,3,0,28.0,0,0,7.75,2,0.88085604,0.119143985
0,2,1,57.0,0,0,10.5,0,0.12551571,0.8744843
0,2,0,21.0,0,0,73.5,0,0.63634306,0.36365694
0,3,0,29.0,0,0,7.875,0,0.90069216,0.099307895
0,3,0,17.0,1,1,7.2292,1,0.78746474,0.21253528
1,1,1,52.0,1,0,78.2667,1,0.01668878,0.9833112
0,2,1,26.0,1,1,26.0,0,0.15011473,0.8498853
1,1,1,18.0,2,2,262.375,1,0.1507704,0.8492296
1,1,0,26.0,0,0,30.0,1,0.6009788,0.3990212
1,1,1,39.0,1,1,83.1583,1,0.023243235,0.9767568
0,3,0,23.0,0,0,7.8542,0,0.8601333,0.13986672
0,3,0,36.0,1,0,15.55,0,0.92996067,0.070039265
0,3,1,30.5,0,0,7.75,2,0.292012,0.70798796
1,1,1,22.0,0,2,49.5,1,0.015655328,0.98434466
0,2,1,38.0,0,0,13.0,0,0.14919624,0.8508038
0,3,1,41.0,0,2,20.2125,0,0.63174075,0.36825925
0,3,0,16.0,4,1,39.6875,0,0.9436504,0.05634955
1,2,1,29.0,0,0,10.5,0,0.17342742,0.82657254
1,1,1,40.0,1,1,134.5,1,0.033933166,0.9660669
0,3,0,28.0,0,0,7.7375,2,0.8808935,0.119106516
0,1,0,56.0,0,0,30.6958,1,0.7178913,0.2821087
0,1,0,71.0,0,0,49.5042,1,0.6605147,0.33948535
1,1,1,31.0,1,0,113.275,1,0.030725665,0.96927434
1,1,1,30.0,0,0,56.9292,1,0.027864695,0.9721353
0,1,0,38.0,0,0,0.0,0,0.8340029,0.16599706
0,3,0,28.0,0,0,7.25,0,0.89671,0.103290066
1,3,0,9.0,0,2,20.525,0,0.45874408,0.54125595
0,3,1,9.0,4,2,31.275,0,0.7648711,0.23512882
0,1,0,61.0,0,0,32.3208,0,0.7554242,0.24457584
0,3,0,28.0,0,0,7.7292,2,0.8809183,0.119081646
0,3,0,28.0,0,0,7.8958,0,0.89489484,0.10510513
0,3,0,28.0,0,0,7.8542,0,0.8950124,0.104987614
1,1,0,48.0,1,0,52.0,0,0.66859233,0.3314077
1,3,0,45.0,0,0,8.05,0,0.952958,0.04704197
1,2,1,36.0,0,0,13.0,0,0.15380484,0.8461951
0,3,0,27.0,0,0,7.8958,0,0.88876206,0.11123796
0,1,0,64.0,0,0,26.0,0,0.7843452,0.21565476
0,3,0,35.0,0,0,7.125,0,0.9294801,0.07051995
1,1,1,19.0,1,0,91.0792,1,0.033095114,0.96690494
0,3,0,38.0,0,0,7.05,0,0.939182,0.06081801
0,3,0,30.5,0,0,8.05,0,0.9081538,0.09184621
0,3,0,25.0,1,0,7.775,0,0.89640087,0.103599094
1,2,1,40.0,1,1,39.0,0,0.15138991,0.84861004
0,1,0,47.0,0,0,38.5,0,0.73795265,0.26204735
1,3,0,30.0,0,0,9.5,0,0.90174574,0.098254256
1,1,0,40.0,0,0,31.0,1,0.67623025,0.32376975
1,1,1,28.0,1,0,52.0,0,0.044033103,0.95596695
0,3,0,20.5,0,0,7.25,0,0.8406747,0.15932529
1,1,1,28.0,1,0,89.1042,1,0.028388051,0.9716119
1,1,0,36.0,0,0,26.2875,0,0.76382774,0.23617235
0,1,0,28.0,0,0,221.7792,0,0.4935833,0.5064167
0,3,0,20.0,0,0,9.8458,0,0.8262195,0.17378055
0,1,0,71.0,0,0,34.6542,1,0.73401105,0.26598895
0,2,0,36.0,0,0,12.875,1,0.862514,0.13748597
1,2,1,22.0,1,1,29.0,0,0.14402036,0.8559796
0,3,1,48.0,1,3,34.375,0,0.82706636,0.1729337
0,2,0,23.0,2,1,11.5,0,0.7913116,0.20868838
1,1,1,32.0,0,0,76.2917,1,0.027922995,0.9720771
1,1,1,63.0,1,0,77.9583,0,0.016801426,0.9831986
1,2,0,0.83,0,2,29.0,0,0.13461883,0.8653812
0,3,0,25.0,0,0,7.25,0,0.8772882,0.12271177
1,1,0,35.0,0,0,26.55,1,0.66858244,0.33141762
1,1,1,49.0,0,0,25.9292,0,0.042178724,0.95782125
0,1,0,24.0,0,0,79.2,1,0.5316699,0.4683301
0,3,1,28.0,1,0,14.4583,1,0.36434308,0.6356569
0,3,0,21.0,0,0,8.05,0,0.8423175,0.15768251
1,3,1,28.0,0,0,7.8792,2,0.28299195,0.71700805
1,3,0,28.0,1,1,15.2458,1,0.91053027,0.08946971
0,2,0,28.0,0,0,0.0,0,0.8838053,0.1161947
1,3,1,5.0,0,0,12.475,0,0.36458623,0.63541377
1,1,0,49.0,1,0,56.9292,1,0.59591746,0.40408254
1,3,1,15.0,1,0,14.4542,1,0.33181036,0.6681896
1,1,1,28.0,0,0,110.8833,1,0.035055105,0.96494496
0,3,0,29.0,0,0,7.775,0,0.9009636,0.09903639
0,3,0,42.0,0,0,7.55,0,0.94810194,0.051898066
0,3,1,18.0,1,0,17.8,0,0.41094944,0.5890506
0,3,0,21.0,0,0,8.4333,0,0.84091955,0.15908043
0,2,1,44.0,1,0,26.0,0,0.11299534,0.8870047
0,2,0,28.0,0,0,13.0,0,0.8508215,0.14917852
0,2,0,37.0,1,0,26.0,0,0.8551755,0.14482448
0,3,1,39.0,0,5,29.125,2,0.779763,0.22023705
1,2,1,34.0,1,1,32.5,0,0.15393133,0.8460686
0,2,0,30.0,0,0,13.0,0,0.86193407,0.13806589
0,2,0,66.0,0,0,10.5,0,0.93039346,0.069606565
1,1,1,28.0,1,0,146.5208,1,0.03967512,0.9603249
0,3,0,43.0,0,0,8.05,0,0.9493182,0.05068183
0,3,0,28.0,0,0,8.7125,1,0.8871589,0.11284115
0,3,0,24.0,0,0,7.4958,0,0.8691579,0.13084206
0,3,0,18.0,0,0,7.7958,0,0.8140019,0.18599813
1,3,1,28.0,1,0,24.15,2,0.27544257,0.7245574
0,3,0,28.0,0,0,8.05,0,0.8944585,0.10554157
0,3,0,28.0,0,0,7.05,0,0.89726794,0.10273213
1,3,0,28.0,0,0,56.4958,0,0.7247041,0.27529594
1,3,1,28.0,0,0,7.7875,2,0.28334957,0.7166504
1,2,1,36.0,1,0,26.0,0,0.12620077,0.8737992
0,3,1,32.0,1,1,15.5,2,0.44426438,0.55573565
0,3,0,23.5,0,0,7.2292,1,0.85261273,0.14738727
1,1,0,28.0,0,0,26.55,0,0.73624593,0.2637541
0,2,0,39.0,0,0,13.0,0,0.89547706,0.10452295
1,1,1,28.0,1,0,82.1708,1,0.027144264,0.97285575
0,3,0,28.0,0,0,8.4583,2,0.87871945,0.12128062
0,1,0,65.0,0,1,61.9792,1,0.68165404,0.31834596
0,2,0,23.0,0,0,10.5,0,0.82244545,0.17755458
1,1,1,28.0,1,0,51.8625,0,0.04402477,0.95597523
0,3,0,22.0,0,0,7.8958,0,0.8516713,0.14832874
0,3,0,35.0,0,0,7.05,0,0.9296385,0.070361465
1,1,0,23.0,0,1,63.3583,1,0.36319602,0.63680404
1,2,1,18.0,0,2,13.0,0,0.11885741,0.8811426
1,1,0,36.0,0,0,26.3875,0,0.7635994,0.23640068
0,3,1,9.0,1,1,15.2458,1,0.29084912,0.70915085
0,3,0,17.0,0,0,7.125,0,0.8060032,0.19399685
0,3,0,28.0,0,0,7.225,1,0.89149207,0.108507894
1,3,1,38.0,1,5,31.3875,0,0.88882506,0.111175
1,2,1,17.0,0,0,10.5,0,0.18273838,0.81726164
1,3,1,4.0,1,1,16.7,0,0.33078212,0.6692179
0,1,0,45.5,0,0,28.5,0,0.767011,0.23298903
0,2,0,23.0,0,0,13.0,0,0.81520927,0.18479073
0,3,0,32.0,0,0,7.925,0,0.9156102,0.084389776
0,3,0,26.0,1,0,7.8542,0,0.9023499,0.097650155
0,3,1,6.0,4,2,31.275,0,0.72024083,0.2797592
0,1,0,24.0,0,1,247.5208,1,0.32703346,0.6729665
0,1,0,45.0,0,0,26.55,0,0.7724176,0.22758245
0,2,0,29.0,1,0,27.7208,1,0.76835567,0.23164435
0,3,0,28.0,0,0,7.8958,0,0.89489484,0.10510513
1,1,0,28.0,0,0,35.5,0,0.7194217,0.28057832
1,2,1,42.0,0,0,13.0,0,0.14018473,0.8598153
0,3,0,36.0,1,1,24.15,0,0.9399478,0.060052287
0,2,0,33.0,0,0,12.275,0,0.87761194,0.12238806
0,3,0,17.0,1,0,7.0542,0,0.83104926,0.16895069
1,3,0,29.0,0,0,9.5,0,0.8962116,0.103788406
1,2,1,50.0,0,1,26.0,0,0.14325076,0.85674924
1,1,1,35.0,1,0,90.0,0,0.04044465,0.95955527
1,1,1,38.0,0,0,227.525,1,0.026411163,0.9735888
0,2,0,34.0,0,0,13.0,0,0.8797527,0.12024736
1,1,1,17.0,1,0,57.0,0,0.05092006,0.94907993
0,3,1,11.0,4,2,31.275,0,0.78932863,0.2106714
0,3,0,61.0,0,0,6.2375,0,0.96983904,0.030160937
0,3,1,30.0,0,0,8.6625,0,0.39770836,0.60229164
1,2,1,7.0,0,2,26.25,0,0.08283052,0.91716945
1,3,1,63.0,0,0,9.5875,0,0.31619444,0.6838056
