y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.9012445,0.09875549
0,2,0,31.0,0,0,10.5,0,0.82709813,0.17290187
0,3,0,20.0,0,0,7.925,0,0.83504945,0.16495052
1,2,1,6.0,0,1,33.0,0,0.17837721,0.82162285
1,3,1,14.0,1,0,11.2417,1,0.26415044,0.73584956
1,1,1,26.0,0,0,78.85,0,0.04361921,0.9563808
1,3,1,28.0,0,0,7.75,2,0.22105001,0.77895004
0,3,0,16.0,2,0,18.0,0,0.8799868,0.12001319
1,3,1,16.0,0,0,7.75,2,0.2464553,0.7535447
1,1,1,19.0,0,2,26.2833,0,0.099849045,0.9001509
0,1,0,37.0,1,0,53.1,0,0.5696282,0.43037176
0,3,0,44.0,0,0,8.05,0,0.95675665,0.043243356
0,3,1,28.0,3,1,25.4667,0,0.6330456,0.36695436
0,3,0,30.0,0,0,7.225,1,0.8834789,0.11652116
0,2,0,36.0,0,0,13.0,0,0.8587874,0.14121254
1,1,1,16.0,0,1,39.4,0,0.0736142,0.9263858
1,1,0,42.0,1,0,52.5542,0,0.587009,0.41299093
1,3,1,28.0,0,0,7.8292,2,0.22071648,0.7792836
0,2,0,27.0,0,0,13.0,0,0.77745724,0.22254273
0,1,0,47.0,0,0,52.0,0,0.5157356,0.48426437
0,3,0,24.0,0,0,7.8958,0,0.8663443,0.13365577
1,1,0,34.0,0,0,26.55,0,0.5941077,0.4058923
1,3,1,19.0,1,0,7.8542,0,0.37938565,0.62061435
0,3,0,20.0,0,0,9.225,0,0.83012736,0.16987258
0,3,0,28.0,0,0,14.5,0,0.8739103,0.1260897
0,3,0,10.0,3,2,27.9,0,0.8790713,0.12092868
0,1,0,40.0,0,0,27.7208,1,0.5211527,0.47884735
1,2,0,31.0,0,0,13.0,0,0.8171692,0.18283074
0,3,0,4.0,3,2,27.9,0,0.8472415,0.1527584
0,3,1,31.0,0,0,7.8542,0,0.36393073,0.6360693
0,3,0,19.0,0,0,7.8958,0,0.8265033,0.17349677
1,3,1,22.0,0,0,7.75,0,0.31104964,0.68895036
0,1,0,28.0,0,0,30.6958,1,0.53837556,0.46162447
0,3,1,28.0,0,0,7.55,0,0.34504044,0.65495956
1,3,0,18.0,0,0,8.05,0,0.8168668,0.18313323
0,3,0,27.0,1,0,14.4542,1,0.88991684,0.11008314
1,1,0,28.0,0,0,35.5,0,0.5579668,0.44203314
1,3,1,28.0,0,0,7.75,2,0.22105001,0.77895004
1,1,1,30.0,0,0,31.0,1,0.040440015,0.95956004
0,3,0,28.0,0,0,7.8958,0,0.89239013,0.107609905
0,2,0,21.0,2,0,73.5,0,0.74464744,0.2553526
0,3,0,29.0,1,0,7.0458,0,0.93372315,0.06627681
0,3,0,28.0,0,0,8.05,0,0.8919872,0.10801283
0,3,0,28.0,0,0,7.75,2,0.83988035,0.16011965
0,3,1,45.0,0,1,14.4542,1,0.4068558,0.59314424
0,3,0,16.0,1,3,34.375,0,0.7991912,0.2008088
0,3,0,19.0,0,0,8.1583,0,0.8254783,0.17452171
0,3,0,23.0,0,0,9.225,0,0.85462075,0.14537925
0,3,0,24.0,0,0,7.05,0,0.86898243,0.13101758
0,1,0,58.0,0,2,113.275,1,0.59001493,0.4099851
1,3,1,5.0,2,1,19.2583,1,0.29899594,0.701004
1,1,1,52.0,1,1,93.5,0,0.040674668,0.9593253
0,3,0,40.0,1,4,27.9,0,0.9561001,0.043899935
1,1,0,11.0,1,2,120.0,0,0.55188066,0.4481193
0,3,0,65.0,0,0,7.75,2,0.9731059,0.026894135
1,1,1,18.0,0,2,79.65,0,0.09432752,0.90567243
0,2,0,32.0,0,0,10.5,0,0.83572984,0.16427016
1,1,1,50.0,0,1,247.5208,1,0.027502539,0.9724975
1,2,1,35.0,0,0,21.0,0,0.11620945,0.8837906
