y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.9134915,0.08650846
0,2,0,31.0,0,0,10.5,0,0.83412015,0.16587986
0,3,0,20.0,0,0,7.925,0,0.84413785,0.15586214
1,2,1,6.0,0,1,33.0,0,0.07609502,0.92390496
1,3,1,14.0,1,0,11.2417,1,0.39064395,0.6093561
1,1,1,26.0,0,0,78.85,0,0.027960086,0.9720399
1,3,1,28.0,0,0,7.75,2,0.2298112,0.77018875
0,3,0,16.0,2,0,18.0,0,0.90400034,0.095999666
1,3,1,16.0,0,0,7.75,2,0.19978407,0.8002159
1,1,1,19.0,0,2,26.2833,0,0.032935776,0.9670642
0,1,0,37.0,1,0,53.1,0,0.56924766,0.43075237
0,3,0,44.0,0,0,8.05,0,0.92546713,0.07453287
0,3,1,28.0,3,1,25.4667,0,0.5978529,0.40214714
0,3,0,30.0,0,0,7.225,1,0.893212,0.10678793
0,2,0,36.0,0,0,13.0,0,0.84800845,0.15199156
1,1,1,16.0,0,1,39.4,0,0.027823003,0.97217697
1,1,0,42.0,1,0,52.5542,0,0.57113117,0.42886877
1,3,1,28.0,0,0,7.8292,2,0.22939427,0.7706058
0,2,0,27.0,0,0,13.0,0,0.81896526,0.18103474
0,1,0,47.0,0,0,52.0,0,0.48180044,0.51819956
0,3,0,24.0,0,0,7.8958,0,0.88206875,0.117931224
1,1,0,34.0,0,0,26.55,0,0.6066577,0.39334235
1,3,1,19.0,1,0,7.8542,0,0.564034,0.43596596
0,3,0,20.0,0,0,9.225,0,0.83972687,0.16027315
0,3,0,28.0,0,0,14.5,0,0.8729015,0.12709843
0,3,0,10.0,3,2,27.9,0,0.84043175,0.15956828
0,1,0,40.0,0,0,27.7208,1,0.56961566,0.43038437
1,2,0,31.0,0,0,13.0,0,0.8224446,0.17755537
0,3,0,4.0,3,2,27.9,0,0.7073686,0.29263142
0,3,1,31.0,0,0,7.8542,0,0.33673957,0.6632604
0,3,0,19.0,0,0,7.8958,0,0.82775116,0.17224883
1,3,1,22.0,0,0,7.75,0,0.42221087,0.5777891
0,1,0,28.0,0,0,30.6958,1,0.49866807,0.5013319
0,3,1,28.0,0,0,7.55,0,0.37097526,0.6290247
1,3,0,18.0,0,0,8.05,0,0.80736506,0.19263493
0,3,0,27.0,1,0,14.4542,1,0.9127261,0.08727397
1,1,0,28.0,0,0,35.5,0,0.58262616,0.41737393
1,3,1,28.0,0,0,7.75,2,0.2298112,0.77018875
1,1,1,30.0,0,0,31.0,1,0.02812253,0.9718775
0,3,0,28.0,0,0,7.8958,0,0.8928824,0.107117616
0,2,0,21.0,2,0,73.5,0,0.78424525,0.21575476
0,3,0,29.0,1,0,7.0458,0,0.9280586,0.0719414
0,3,0,28.0,0,0,8.05,0,0.89244914,0.10755083
0,3,0,28.0,0,0,7.75,2,0.87696236,0.123037696
0,3,1,45.0,0,1,14.4542,1,0.40315866,0.5968414
0,3,0,16.0,1,3,34.375,0,0.69929105,0.30070898
0,3,0,19.0,0,0,8.1583,0,0.82679474,0.17320523
0,3,0,23.0,0,0,9.225,0,0.87313664,0.12686332
0,3,0,24.0,0,0,7.05,0,0.8839163,0.11608371
0,1,0,58.0,0,2,113.275,1,0.69297075,0.30702925
1,3,1,5.0,2,1,19.2583,1,0.30770195,0.69229805
1,1,1,52.0,1,1,93.5,0,0.026439035,0.9735609
0,3,0,40.0,1,4,27.9,0,0.9723699,0.027630052
1,1,0,11.0,1,2,120.0,0,0.46315828,0.5368417
0,3,0,65.0,0,0,7.75,2,0.9719706,0.028029347
1,1,1,18.0,0,2,79.65,0,0.03222127,0.9677787
0,2,0,32.0,0,0,10.5,0,0.83920103,0.16079895
1,1,1,50.0,0,1,247.5208,1,0.0038848785,0.9961151
1,2,1,35.0,0,0,21.0,0,0.09900462,0.9009953
1,3,1,19.0,0,0,7.8792,2,0.21001254,0.78998744
0,3,0,21.0,0,0,7.775,0,0.8597825,0.14021748
1,2,1,13.0,0,1,19.5,0,0.11325914,0.8867409
1,2,1,28.0,1,0,26.0,0,0.15738595,0.84261405
0,1,0,28.0,0,0,25.925,0,0.59946626,0.4005337
0,3,0,28.0,0,0,7.75,2,0.87696236,0.123037696
0,2,1,57.0,0,0,10.5,0,0.119801134,0.8801989
0,2,0,21.0,0,0,73.5,0,0.6168211,0.38317892
0,3,0,29.0,0,0,7.875,0,0.8910899,0.10891015
0,3,0,17.0,1,1,7.2292,1,0.8283667,0.17163326
1,1,1,52.0,1,0,78.2667,1,0.011345106,0.98865485
0,2,1,26.0,1,1,26.0,0,0.17697816,0.8230218
1,1,1,18.0,2,2,262.375,1,0.04522358,0.9547764
1,1,0,26.0,0,0,30.0,1,0.46965557,0.5303444
1,1,1,39.0,1,1,83.1583,1,0.030014034,0.9699859
0,3,0,23.0,0,0,7.8542,0,0.8763125,0.12368757
0,3,0,36.0,1,0,15.55,0,0.9220501,0.077949926
0,3,1,30.5,0,0,7.75,2,0.23471427,0.7652858
1,1,1,22.0,0,2,49.5,1,0.019046355,0.9809536
0,2,1,38.0,0,0,13.0,0,0.09869978,0.90130025
0,3,1,41.0,0,2,20.2125,0,0.53722966,0.4627703
0,3,0,16.0,4,1,39.6875,0,0.93586516,0.06413485
1,2,1,29.0,0,0,10.5,0,0.14766105,0.8523389
1,1,1,40.0,1,1,134.5,1,0.018370686,0.9816294
0,3,0,28.0,0,0,7.7375,2,0.87699205,0.123007946
0,1,0,56.0,0,0,30.6958,1,0.5493111,0.45068887
0,1,0,71.0,0,0,49.5042,1,0.4368311,0.563169
1,1,1,31.0,1,0,113.275,1,0.019414388,0.98058563
1,1,1,30.0,0,0,56.9292,1,0.01877138,0.98122865
0,1,0,38.0,0,0,0.0,0,0.75514305,0.24485697
0,3,0,28.0,0,0,7.25,0,0.89468026,0.10531973
1,3,0,9.0,0,2,20.525,0,0.36654243,0.6334576
0,3,1,9.0,4,2,31.275,0,0.55326074,0.44673923
0,1,0,61.0,0,0,32.3208,0,0.57093424,0.42906573
0,3,0,28.0,0,0,7.7292,2,0.8770118,0.122988194
0,3,0,28.0,0,0,7.8958,0,0.8928824,0.107117616
0,3,0,28.0,0,0,7.8542,0,0.89299905,0.107000984
1,1,0,48.0,1,0,52.0,0,0.5644261,0.43557385
1,3,0,45.0,0,0,8.05,0,0.9287517,0.07124824
1,2,1,36.0,0,0,13.0,0,0.10876677,0.8912332
0,3,0,27.0,0,0,7.8958,0,0.89443177,0.10556829
0,1,0,64.0,0,0,26.0,0,0.6175587,0.38244122
0,3,0,35.0,0,0,7.125,0,0.89343786,0.106562115
