y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.2660537,0.73394626
0,2,0,31.0,0,0,10.5,0,0.28795937,0.71204066
0,3,0,20.0,0,0,7.925,0,0.36011907,0.6398809
1,2,1,6.0,0,1,33.0,0,0.5748006,0.42519936
1,3,1,14.0,1,0,11.2417,1,0.41308925,0.5869108
1,1,1,26.0,0,0,78.85,0,0.33814648,0.6618535
1,3,1,28.0,0,0,7.75,2,0.2618711,0.73812884
0,3,0,16.0,2,0,18.0,0,0.47172529,0.5282748
1,3,1,16.0,0,0,7.75,2,0.37214494,0.62785506
1,1,1,19.0,0,2,26.2833,0,0.5657504,0.4342496
0,1,0,37.0,1,0,53.1,0,0.20106015,0.7989398
0,3,0,44.0,0,0,8.05,0,0.050084427,0.94991565
0,3,1,28.0,3,1,25.4667,0,0.2736178,0.72638226
0,3,0,30.0,0,0,7.225,1,0.25886986,0.7411302
0,2,0,36.0,0,0,13.0,0,0.19859222,0.8014078
1,1,1,16.0,0,1,39.4,0,0.578339,0.42166102
1,1,0,42.0,1,0,52.5542,0,0.111098625,0.8889013
1,3,1,28.0,0,0,7.8292,2,0.2620733,0.7379267
0,2,0,27.0,0,0,13.0,0,0.35178936,0.64821064
0,1,0,47.0,0,0,52.0,0,0.063247256,0.9367528
0,3,0,24.0,0,0,7.8958,0,0.31906012,0.68093985
1,1,0,34.0,0,0,26.55,0,0.35239354,0.64760643
1,3,1,19.0,1,0,7.8542,0,0.3725695,0.6274305
0,3,0,20.0,0,0,9.225,0,0.3698533,0.63014674
0,3,0,28.0,0,0,14.5,0,0.336994,0.663006
0,3,0,10.0,3,2,27.9,0,0.5360552,0.46394482
0,1,0,40.0,0,0,27.7208,1,0.1668601,0.8331399
1,2,0,31.0,0,0,13.0,0,0.30955473,0.69044524
0,3,0,4.0,3,2,27.9,0,0.54478014,0.4552199
0,3,1,31.0,0,0,7.8542,0,0.23246278,0.76753724
0,3,0,19.0,0,0,7.8958,0,0.362278,0.637722
1,3,1,22.0,0,0,7.75,0,0.3373194,0.6626806
0,1,0,28.0,0,0,30.6958,1,0.5092809,0.4907191
0,3,1,28.0,0,0,7.55,0,0.27487257,0.72512746
1,3,0,18.0,0,0,8.05,0,0.36581603,0.63418394
0,3,0,27.0,1,0,14.4542,1,0.3610101,0.63898987
1,1,0,28.0,0,0,35.5,0,0.53008777,0.4699123
1,3,1,28.0,0,0,7.75,2,0.2618711,0.73812884
1,1,1,30.0,0,0,31.0,1,0.42233267,0.57766736
0,3,0,28.0,0,0,7.8958,0,0.27906325,0.7209367
0,2,0,21.0,2,0,73.5,0,0.4163803,0.5836197
0,3,0,29.0,1,0,7.0458,0,0.26755095,0.73244905
0,3,0,28.0,0,0,8.05,0,0.28034458,0.7196554
0,3,0,28.0,0,0,7.75,2,0.29064408,0.70935595
0,3,1,45.0,0,1,14.4542,1,0.02574702,0.97425294
0,3,0,16.0,1,3,34.375,0,0.51446533,0.48553464
0,3,0,19.0,0,0,8.1583,0,0.36423966,0.6357603
0,3,0,23.0,0,0,9.225,0,0.34174755,0.6582524
0,3,0,24.0,0,0,7.05,0,0.31152922,0.68847084
0,1,0,58.0,0,2,113.275,1,0.0029437277,0.99705625
1,3,1,5.0,2,1,19.2583,1,0.5010375,0.49896258
1,1,1,52.0,1,1,93.5,0,0.012022106,0.98797786
0,3,0,40.0,1,4,27.9,0,0.03170561,0.9682943
1,1,0,11.0,1,2,120.0,0,0.3789895,0.6210105
0,3,0,65.0,0,0,7.75,2,0.0018603143,0.9981396
1,1,1,18.0,0,2,79.65,0,0.40879545,0.5912045
0,2,0,32.0,0,0,10.5,0,0.27826777,0.72173226
1,1,1,50.0,0,1,247.5208,1,0.000657984,0.999342
1,2,1,35.0,0,0,21.0,0,0.21623647,0.78376347
1,3,1,19.0,0,0,7.8792,2,0.36592194,0.6340781
0,3,0,21.0,0,0,7.775,0,0.34982398,0.650176
1,2,1,13.0,0,1,19.5,0,0.5088503,0.49114978
1,2,1,28.0,1,0,26.0,0,0.4497239,0.55027616
0,1,0,28.0,0,0,25.925,0,0.49369013,0.5063098
0,3,0,28.0,0,0,7.75,2,0.29064408,0.70935595
0,2,1,57.0,0,0,10.5,0,0.009632188,0.9903679
0,2,0,21.0,0,0,73.5,0,0.44647413,0.55352587
0,3,0,29.0,0,0,7.875,0,0.26938885,0.73061115
0,3,0,17.0,1,1,7.2292,1,0.37502784,0.62497216
1,1,1,52.0,1,0,78.2667,1,0.016038641,0.98396134
0,2,1,26.0,1,1,26.0,0,0.4499091,0.5500909
1,1,1,18.0,2,2,262.375,1,0.008991248,0.9910088
1,1,0,26.0,0,0,30.0,1,0.5120949,0.48790509
1,1,1,39.0,1,1,83.1583,1,0.06553903,0.93446094
0,3,0,23.0,0,0,7.8542,0,0.32914478,0.6708552
0,3,0,36.0,1,0,15.55,0,0.15561013,0.84438986
0,3,1,30.5,0,0,7.75,2,0.19771288,0.8022871
1,1,1,22.0,0,2,49.5,1,0.41328487,0.58671516
0,2,1,38.0,0,0,13.0,0,0.13816302,0.861837
0,3,1,41.0,0,2,20.2125,0,0.039845,0.96015495
0,3,0,16.0,4,1,39.6875,0,0.52798104,0.472019
1,2,1,29.0,0,0,10.5,0,0.30651337,0.6934866
1,1,1,40.0,1,1,134.5,1,0.020202098,0.97979784
0,3,0,28.0,0,0,7.7375,2,0.29061007,0.70939
