y:Survived,x__0:Pclass,x__1:Sex,x__2:Age,x__3:SibSp,x__4:Parch,x__5:Fare,x__6:Embarked,y'__0,y'__1
1,3,0,28.0,1,1,15.2458,1,0.688629,0.3113711
0,2,0,31.0,0,0,10.5,0,0.6998965,0.30010355
0,3,0,20.0,0,0,7.925,0,0.716662,0.28333804
1,2,1,6.0,0,1,33.0,0,0.5142073,0.48579267
1,3,1,14.0,1,0,11.2417,1,0.5735416,0.4264584
1,1,1,26.0,0,0,78.85,0,0.46842998,0.53156996
1,3,1,28.0,0,0,7.75,2,0.51728517,0.48271486
0,3,0,16.0,2,0,18.0,0,0.7492418,0.2507582
1,3,1,16.0,0,0,7.75,2,0.5141102,0.4858898
1,1,1,19.0,0,2,26.2833,0,0.47798437,0.5220157
0,1,0,37.0,1,0,53.1,0,0.6622102,0.33778974
0,3,0,44.0,0,0,8.05,0,0.7216817,0.27831832
0,3,1,28.0,3,1,25.4667,0,0.6334367,0.36656338
0,3,0,30.0,0,0,7.225,1,0.6947892,0.30521083
0,2,0,36.0,0,0,13.0,0,0.6986199,0.30138007
1,1,1,16.0,0,1,39.4,0,0.4905303,0.5094697
1,1,0,42.0,1,0,52.5542,0,0.66394794,0.33605206
1,3,1,28.0,0,0,7.8292,2,0.517195,0.482805
0,2,0,27.0,0,0,13.0,0,0.6966087,0.30339134
0,1,0,47.0,0,0,52.0,0,0.6453906,0.35460934
0,3,0,24.0,0,0,7.8958,0,0.7175486,0.28245136
1,1,0,34.0,0,0,26.55,0,0.668359,0.33164105
1,3,1,19.0,1,0,7.8542,0,0.6073464,0.3926536
0,3,0,20.0,0,0,9.225,0,0.7154585,0.2845415
0,3,0,28.0,0,0,14.5,0,0.7122902,0.28770974
0,3,0,10.0,3,2,27.9,0,0.7280556,0.27194437
0,1,0,40.0,0,0,27.7208,1,0.6416794,0.35832065
1,2,0,31.0,0,0,13.0,0,0.6975035,0.3024965
0,3,0,4.0,3,2,27.9,0,0.7267803,0.2732197
0,3,1,31.0,0,0,7.8542,0,0.58879083,0.41120917
0,3,0,19.0,0,0,7.8958,0,0.7164739,0.28352615
1,3,1,22.0,0,0,7.75,0,0.58659565,0.41340438
0,1,0,28.0,0,0,30.6958,1,0.63562435,0.3643756
0,3,1,28.0,0,0,7.55,0,0.5883571,0.41164288
1,3,0,18.0,0,0,8.05,0,0.7161158,0.28388423
0,3,0,27.0,1,0,14.4542,1,0.7060865,0.29391348
1,1,0,28.0,0,0,35.5,0,0.6578496,0.3421504
1,3,1,28.0,0,0,7.75,2,0.51728517,0.48271486
1,1,1,30.0,0,0,31.0,1,0.49404722,0.5059528
0,3,0,28.0,0,0,7.8958,0,0.7184066,0.28159335
0,2,0,21.0,2,0,73.5,0,0.68275315,0.3172469
0,3,0,29.0,1,0,7.0458,0,0.73719215,0.26280794
0,3,0,28.0,0,0,8.05,0,0.71826446,0.28173554
0,3,0,28.0,0,0,7.75,2,0.6570417,0.34295827
0,3,1,45.0,0,1,14.4542,1,0.5360472,0.46395278
0,3,0,16.0,1,3,34.375,0,0.6410423,0.3589577
0,3,0,19.0,0,0,8.1583,0,0.7162308,0.28376916
0,3,0,23.0,0,0,9.225,0,0.71610504,0.28389493
0,3,0,24.0,0,0,7.05,0,0.7183302,0.28166977
0,1,0,58.0,0,2,113.275,1,0.50488114,0.49511883
1,3,1,5.0,2,1,19.2583,1,0.5736728,0.4263272
1,1,1,52.0,1,1,93.5,0,0.46113124,0.5388687
0,3,0,40.0,1,4,27.9,0,0.6265256,0.37347442
1,1,0,11.0,1,2,120.0,0,0.5369875,0.4630125
0,3,0,65.0,0,0,7.75,2,0.66581905,0.33418098
1,1,1,18.0,0,2,79.65,0,0.4178019,0.58219814
0,2,0,32.0,0,0,10.5,0,0.70011896,0.29988104
1,1,1,50.0,0,1,247.5208,1,0.2559353,0.7440646
1,2,1,35.0,0,0,21.0,0,0.5553556,0.44464442
1,3,1,19.0,0,0,7.8792,2,0.5147569,0.48524308
0,3,0,21.0,0,0,7.775,0,0.7170158,0.2829842
1,2,1,13.0,0,1,19.5,0,0.53137165,0.46862838
1,2,1,28.0,1,0,26.0,0,0.5700614,0.42993864
0,1,0,28.0,0,0,25.925,0,0.6675794,0.33242056
0,3,0,28.0,0,0,7.75,2,0.6570417,0.34295827
0,2,1,57.0,0,0,10.5,0,0.5728229,0.4271771
0,2,0,21.0,0,0,73.5,0,0.63408667,0.36591333
0,3,0,29.0,0,0,7.875,0,0.7186401,0.28135997
0,3,0,17.0,1,1,7.2292,1,0.6939251,0.30607486
1,1,1,52.0,1,0,78.2667,1,0.46867043,0.5313296
0,2,1,26.0,1,1,26.0,0,0.54978126,0.45021865
1,1,1,18.0,2,2,262.375,1,0.25635144,0.7436486
1,1,0,26.0,0,0,30.0,1,0.63586634,0.3641337
1,1,1,39.0,1,1,83.1583,1,0.43987018,0.5601299
0,3,0,23.0,0,0,7.8542,0,0.7173723,0.28262773
0,3,0,36.0,1,0,15.55,0,0.731088,0.26891202
0,3,1,30.5,0,0,7.75,2,0.5179464,0.48205358
1,1,1,22.0,0,2,49.5,1,0.42320314,0.57679695
0,2,1,38.0,0,0,13.0,0,0.5650991,0.4349009
0,3,1,41.0,0,2,20.2125,0,0.529994,0.47000605
0,3,0,16.0,4,1,39.6875,0,0.76534986,0.23465018
1,2,1,29.0,0,0,10.5,0,0.5655495,0.43445057
1,1,1,40.0,1,1,134.5,1,0.38365868,0.61634135
0,3,0,28.0,0,0,7.7375,2,0.6570546,0.34294546
0,1,0,56.0,0,0,30.6958,1,0.6424663,0.35753366
0,1,0,71.0,0,0,49.5042,1,0.6263209,0.37367907
1,1,1,31.0,1,0,113.275,1,0.42387408,0.5761259
1,1,1,30.0,0,0,56.9292,1,0.46463513,0.5353648
0,1,0,38.0,0,0,0.0,0,0.6954482,0.30455175
